SB_Delay,comm_type,Host_Delay,Border_Delay,Controller_Delay
2,1,2,0,2234
2,1,4,0,1956
2,3,1918,1862,1774
2,1,5,0,1587
2,1,4,0,1309
2,3,2305,2037,2562
2,1,4,0,1961
2,1,2,0,978
2,3,1913,1759,1411
2,4,3668,4679,825
2,4,3949,2619,584
2,2,1486,0,849
2,2,1485,0,796
2,3,1777,1853,1360
2,1,2,0,751
2,3,2201,1402,1802
2,1,3,0,918
2,1,3,0,1641
2,1,3,0,2384
2,4,3310,4626,767
2,1,3,0,1244
2,1,3,0,2121
2,1,3,0,1706
2,4,4119,2981,646
2,1,3,0,1862
2,1,3,0,1126
2,1,2,0,1589
2,2,1785,0,955
2,1,3,0,906
2,1,3,0,1043
2,2,1809,0,908
2,2,1722,0,1098
2,2,1763,0,853
2,1,2,0,761
2,1,4,0,2032
2,1,5,0,2027
2,1,4,0,7696
2,3,3415,2210,2685
2,1,5,0,2397
2,1,3,0,1393
2,3,1666,2200,2081
2,1,4,0,2988
2,1,4,0,3045
2,3,3156,2330,1789
2,1,3,0,1455
2,1,3,0,1614
2,1,3,0,1836
2,3,2438,1606,1442
2,1,6,0,1896
2,4,3915,2955,670
2,4,4032,3002,934
2,2,1763,0,1345
2,2,2235,0,1294
2,3,2432,2692,1911
2,3,2115,2329,1817
2,1,3,0,2004
2,4,4221,4216,1201
2,1,6,0,2045
2,1,3,0,1568
2,1,4,0,2687
2,4,4609,4731,737
2,1,2,0,1603
2,1,4,0,2345
2,2,2775,0,1783
2,1,3,0,2564
2,1,5,0,2578
2,1,3,0,1919
2,2,2099,0,1786
2,1,6,0,2320
2,2,2046,0,1068
2,1,4,0,2549
2,2,3790,0,1833
2,1,3,0,1174
2,1,3,0,889
2,1,6,0,1631
2,3,2624,2176,1563
2,1,2,0,872
2,1,3,0,886
2,3,1777,1834,1184
2,1,3,0,778
2,3,2127,3277,1258
2,1,3,0,1111
2,1,2,0,847
2,1,2,0,1001
2,3,1770,1507,1324
2,1,2,0,748
2,1,3,0,1697
2,4,3806,3231,538
2,1,3,0,897
2,1,3,0,967
2,4,3466,3265,574
2,2,1697,0,1586
2,2,1707,0,1109
2,1,3,0,1251
2,3,2736,1758,2343
2,1,2,0,1320
2,3,1639,1320,1378
2,1,4,0,1321
2,1,4,0,1120
2,1,10,0,1921
2,4,4377,4110,843
2,1,5,0,1217
2,1,5,0,2257
2,1,6,0,1441
2,4,4092,4406,622
2,1,3,0,1081
2,2,1825,0,812
2,1,2,0,738
2,1,4,0,830
2,2,1561,0,978
2,1,1,0,707
2,2,1800,0,1054
2,2,1768,0,1217
2,1,2,0,968
2,1,3,0,1023
2,1,6,0,1297
2,1,3,0,1268
2,1,3,0,1450
2,1,2,0,1387
2,1,4,0,1199
2,1,3,0,2387
2,1,2,0,876
2,1,3,0,782
2,1,5,0,1512
2,3,2270,2325,1482
2,1,3,0,940
2,3,1648,1734,1409
2,3,1992,1647,1351
2,3,1471,1360,1105
2,1,3,0,1237
2,4,3495,3552,589
2,1,2,0,691
2,1,3,0,1113
2,1,3,0,1333
2,4,3524,3384,557
2,1,2,0,674
2,2,1792,0,1398
2,1,2,0,1346
2,1,4,0,1452
2,2,1477,0,959
2,1,3,0,1296
2,1,2,0,758
2,3,1846,1297,1727
2,1,3,0,1452
2,3,1557,1521,1735
2,1,3,0,976
2,1,3,0,1412
2,4,4032,3057,737
2,4,3882,2618,784
2,1,5,0,1340
2,2,2582,0,1334
2,1,3,0,997
2,2,2154,0,1027
2,1,3,0,829
2,1,2,0,697
2,2,1663,0,887
2,1,3,0,794
2,1,3,0,1029
2,2,1524,0,1062
2,1,2,0,737
2,1,3,0,748
2,1,2,0,693
2,1,2,0,725
2,1,2,0,858
2,1,2,0,972
2,1,2,0,737
2,1,3,0,1050
2,3,1940,1550,1344
2,1,2,0,753
2,3,1549,1728,1153
2,1,3,0,1239
2,1,2,0,695
2,1,3,0,1253
2,3,1821,1459,1182
2,3,1737,1563,1155
2,4,3886,5199,812
2,1,4,0,1940
2,1,4,0,1127
2,1,3,0,1186
2,4,3927,4462,863
2,1,3,0,914
2,2,1897,0,1036
2,1,4,0,1119
2,1,2,0,1216
2,2,1619,0,1381
2,1,2,0,838
2,1,3,0,848
2,3,1614,1383,1643
2,1,2,0,1301
2,3,1478,1429,1598
2,1,3,0,1009
2,1,4,0,1182
2,1,3,0,955
2,4,3456,3331,645
2,4,3293,4379,602
2,1,3,0,890
2,1,4,0,1235
2,2,1588,0,1003
2,1,2,0,770
2,2,1731,0,914
2,1,2,0,979
2,1,3,0,853
2,2,1861,0,896
2,1,2,0,719
2,2,1945,0,838
2,1,3,0,920
2,1,2,0,661
2,1,5,0,1690
2,1,3,0,826
2,1,3,0,810
2,1,2,0,695
2,3,2120,1464,1478
2,3,1519,1651,1293
2,1,3,0,808
2,1,2,0,746
2,3,1563,2068,1276
2,1,4,0,1040
2,1,2,0,817
2,1,3,0,1775
2,1,2,0,1405
2,3,2955,1853,1271
2,1,3,0,1024
2,1,3,0,1837
2,1,7,0,1950
2,4,3379,3602,607
2,1,3,0,879
2,1,3,0,806
2,1,3,0,980
2,4,3471,2989,540
2,2,1563,0,774
2,2,1589,0,843
2,3,1598,1424,1834
2,3,2030,1882,1539
2,1,3,0,1585
2,4,4908,5284,1030
2,1,4,0,1387
2,1,5,0,1124
2,1,3,0,2044
2,4,4675,3006,575
2,1,2,0,1884
2,1,2,0,824
2,1,3,0,1420
2,2,1764,0,1048
2,1,4,0,1042
2,1,3,0,1317
2,2,1748,0,1031
2,1,4,0,1821
2,1,5,0,1267
2,2,2017,0,918
2,1,3,0,814
2,2,1807,0,857
2,1,3,0,1228
2,1,5,0,1828
2,1,3,0,1118
2,1,5,0,1659
2,3,2595,2918,1881
2,1,3,0,2214
2,1,3,0,1333
2,3,1932,1755,1307
2,1,3,0,824
2,1,5,0,1139
2,1,2,0,1467
2,3,2811,2053,2313
2,1,4,0,1118
2,1,2,0,1155
2,3,1741,1601,1488
2,1,3,0,1132
2,4,3448,2676,620
2,4,2628,3208,747
2,2,1491,0,884
2,1,5,0,2211
2,2,1502,0,1470
2,1,3,0,921
2,3,1731,1515,1882
2,1,2,0,947
2,1,4,0,1694
2,3,1509,1777,1860
2,1,3,0,998
2,1,4,0,1727
2,1,4,0,1763
2,4,3525,3118,643
2,1,3,0,1552
2,1,2,0,1324
2,1,6,0,1612
2,1,3,0,1045
2,4,3680,3409,609
2,1,4,0,913
2,2,1898,0,1236
2,2,1602,0,1155
2,2,1539,0,896
2,2,1623,0,805
2,1,2,0,651
2,1,5,0,1367
2,1,4,0,1796
2,1,3,0,1941
2,1,3,0,1392
2,1,3,0,2677
2,3,2262,2094,1708
2,1,3,0,1401
2,1,2,0,1280
2,1,5,0,2235
2,3,2641,1860,1238
2,1,3,0,1091
2,1,4,0,1448
2,3,2553,2116,1207
2,1,2,0,845
2,3,2329,2184,2049
2,4,3649,3212,634
2,4,5242,3985,672
2,2,1745,0,1085
2,1,3,0,861
2,1,3,0,2119
2,2,1712,0,1414
2,1,3,0,1302
2,1,2,0,1066
2,3,1755,1723,1699
2,1,19,0,1825
2,1,5,0,2211
2,3,2163,1592,1841
2,1,4,0,1158
2,1,4,0,1927
2,1,3,0,1899
2,1,3,0,1880
2,4,3928,3240,605
2,1,3,0,1734
2,1,6,0,2355
2,4,5086,3766,787
2,2,1702,0,1025
2,2,2231,0,1200
2,2,1593,0,800
2,2,1804,0,1162
2,1,2,0,730
2,1,3,0,830
2,1,2,0,727
2,1,3,0,753
2,1,3,0,855
2,1,4,0,2193
2,1,3,0,1369
2,1,2,0,906
2,1,2,0,677
2,1,4,0,976
2,1,2,0,907
2,1,2,0,653
