SB_Delay,comm_type,Host_Delay,Border_Delay,Controller_Delay
2,1,3,0,1521
2,4,3775,2779,660
2,2,1682,0,1368
2,1,3,0,1297
2,1,4,0,1143
2,2,2513,0,1256
2,1,3,0,1203
2,1,3,0,958
2,1,3,0,1177
2,3,2274,2132,1346
2,1,2,0,657
2,1,4,0,1591
2,3,1754,1860,1483
2,4,3364,2463,640
2,4,3682,2694,607
2,2,2150,0,1054
2,2,1749,0,826
2,2,1778,0,966
2,3,1650,1324,1083
2,3,1819,1809,1929
2,1,3,0,1489
2,3,1807,1814,1792
2,1,3,0,896
2,1,3,0,1039
2,1,3,0,1029
2,4,3808,3819,641
2,4,2989,3747,833
2,2,2131,0,1080
2,2,1824,0,987
2,1,2,0,732
2,1,3,0,791
2,1,2,0,881
2,1,2,0,752
2,3,1643,1920,1464
2,3,1650,1939,1469
2,4,3277,3374,558
2,1,3,0,1341
2,4,3652,3696,845
2,1,3,0,1074
2,2,1943,0,1457
2,1,3,0,1539
2,2,2336,0,2083
2,1,5,0,1559
2,2,1983,0,1677
2,3,1904,1701,1276
2,3,1679,1747,1384
2,3,1825,1881,1130
2,4,4774,3748,880
2,1,3,0,1017
2,1,4,0,1196
2,1,3,0,1098
2,1,3,0,1194
2,4,3970,4105,635
2,2,1930,0,992
2,2,1682,0,793
2,1,3,0,831
2,3,1718,1659,1201
2,1,3,0,1049
2,1,3,0,1216
2,1,4,0,1145
2,3,2605,2289,1412
2,4,3247,2815,553
2,4,2746,2282,554
2,2,1504,0,975
2,2,1991,0,960
2,2,1873,0,943
2,3,1448,1514,1690
2,1,3,0,1392
2,3,1728,1401,1717
2,1,3,0,1627
2,3,2024,1623,2191
2,1,3,0,832
2,1,3,0,1068
2,4,3408,2684,565
2,4,3244,2737,598
2,2,1623,0,954
2,2,1540,0,1054
2,1,2,0,950
2,1,4,0,1078
2,1,2,0,1312
2,1,21,0,725
2,3,1751,1514,1082
2,3,1569,1283,1573
2,4,2688,2302,565
2,4,4741,3476,613
2,2,1662,0,826
2,2,1513,0,913
2,2,1563,0,826
2,1,2,0,1319
2,3,1496,1231,1404
2,1,3,0,1166
2,3,1450,1294,1423
2,1,2,0,668
2,3,1511,1218,1400
2,1,3,0,831
2,4,2911,2418,704
2,4,3059,3273,608
2,2,2080,0,1261
2,2,1919,0,844
2,1,3,0,752
2,1,3,0,1046
2,1,2,0,636
2,1,2,0,925
2,3,1608,1511,1364
2,3,1764,1333,1615
2,1,2,0,941
2,1,4,0,915
2,4,3296,3113,630
2,1,3,0,1110
2,1,3,0,1127
2,4,3577,2890,625
2,2,1435,0,997
2,2,1477,0,752
2,2,1783,0,924
2,3,1855,1628,1209
2,3,2139,1669,1470
2,3,1589,1291,1297
2,1,3,0,1224
2,1,3,0,879
2,4,3589,2876,632
2,1,2,0,738
2,1,4,0,1228
2,4,3181,2512,558
2,2,1451,0,798
2,2,1462,0,883
2,1,3,0,815
2,3,1940,2030,1934
2,1,6,0,1818
2,1,3,0,1256
2,1,4,0,1564
2,3,2398,2285,2103
2,4,3749,4195,1017
2,4,3728,3196,578
2,2,1651,0,875
2,2,1555,0,911
2,2,1521,0,937
2,3,1505,1365,1158
2,3,1529,1261,1298
2,3,1437,1206,1064
2,1,2,0,855
2,1,2,0,930
2,4,3672,2884,567
2,1,2,0,770
2,1,2,0,763
2,4,2945,2689,642
2,2,1441,0,963
2,2,1440,0,895
2,1,3,0,821
2,3,1990,1456,1279
2,1,2,0,1409
2,1,4,0,1029
2,3,1849,1818,1458
2,1,2,0,804
2,4,2751,3085,579
2,4,3175,2724,550
2,2,1949,0,779
2,2,1631,0,827
2,2,1574,0,869
2,3,1551,1269,1120
2,3,1413,1536,1138
2,3,1676,1561,1165
2,1,2,0,886
2,1,3,0,1561
2,4,4148,4140,623
2,1,3,0,1395
2,1,5,0,1255
2,4,4597,3137,642
2,2,1747,0,1023
2,2,1647,0,971
2,1,2,0,692
2,1,1,0,947
2,1,2,0,955
2,1,4,0,1128
2,3,2047,2025,1402
2,3,2166,2726,1857
2,4,3970,3742,756
2,4,4126,3379,729
2,1,3,0,1029
2,2,1807,0,1431
2,1,2,0,1517
2,2,1770,0,1554
2,1,3,0,1953
2,2,2045,0,1830
2,1,4,0,2405
2,3,2019,2213,3079
2,3,2015,1907,1151
2,3,2052,2080,1458
2,4,3805,3175,566
2,4,3619,3012,724
2,2,1578,0,783
2,2,1664,0,890
2,1,4,0,1027
2,1,2,0,732
2,1,2,0,732
2,1,3,0,642
2,3,1945,1824,1592
2,3,1597,1545,1191
2,1,4,0,1199
2,1,5,0,1342
2,4,3574,3592,984
2,1,5,0,1881
2,1,5,0,1516
2,4,5481,3948,723
2,2,2482,0,1424
2,2,2114,0,1002
2,2,1907,0,887
2,3,2598,1895,1673
2,3,1827,1942,1184
2,3,1919,1764,1586
2,4,3149,3356,606
2,1,4,0,1646
2,4,3757,4627,830
2,1,3,0,948
2,1,2,0,656
2,2,1955,0,1072
2,1,3,0,868
2,2,1710,0,1107
2,1,5,0,1364
2,3,2167,2116,1775
2,1,3,0,1344
2,1,2,0,850
2,1,3,0,1307
2,3,1704,1548,1247
2,4,3614,2834,714
2,4,3377,3017,765
2,2,1866,0,996
2,2,1565,0,1272
2,2,2625,0,1154
2,3,3796,2244,1873
2,1,4,0,1983
2,3,1998,2446,2207
