SB_Delay,comm_type,Host_Delay,Border_Delay,Controller_Delay
2000,3,819,680,1640
2000,3,604,383,939
2000,4,968,571,434
2000,4,728,594,458
2000,2,420,0,951
2000,2,509,0,803
2000,2,673,0,1104
2000,2,483,0,852
2000,3,500,332,959
2000,3,456,283,770
2000,3,439,323,895
2000,3,419,278,881
2000,4,1031,525,414
2000,4,845,511,376
2000,2,448,0,710
2000,2,489,0,766
2000,3,778,489,1267
2000,3,649,509,1157
2000,4,895,645,444
2000,4,896,576,437
2000,2,456,0,676
2000,2,476,0,864
2000,2,486,0,857
2000,2,563,0,963
2000,3,438,290,1057
2000,3,457,316,900
2000,3,523,295,1067
2000,3,452,305,1137
2000,4,750,536,369
2000,4,862,638,423
2000,2,519,0,878
2000,2,469,0,968
2000,3,762,449,1528
2000,3,881,483,1054
2000,4,807,533,379
2000,4,700,491,377
2000,2,378,0,1090
2000,2,493,0,854
2000,2,721,0,903
2000,2,482,0,694
2000,3,480,358,898
2000,3,522,341,881
2000,3,464,279,1044
2000,3,394,288,996
2000,4,706,499,357
2000,4,787,524,384
2000,2,444,0,711
2000,2,489,0,666
2000,3,549,394,900
2000,3,554,414,1095
2000,4,894,632,498
2000,4,777,600,387
2000,2,482,0,731
2000,2,555,0,703
2000,2,505,0,682
2000,2,528,0,765
2000,3,599,318,921
2000,3,419,300,838
2000,3,462,350,809
2000,3,507,292,794
2000,4,844,518,404
2000,4,997,691,389
2000,2,455,0,706
2000,2,404,0,1032
2000,3,735,418,1079
2000,3,554,329,953
2000,4,900,525,400
2000,4,753,489,352
2000,2,529,0,819
2000,2,523,0,1002
2000,2,1129,0,898
2000,2,450,0,833
2000,3,457,302,768
2000,3,522,360,1108
2000,3,454,291,899
2000,3,498,278,1030
2000,4,776,487,364
2000,4,815,541,391
2000,2,566,0,1006
2000,2,488,0,686
2000,3,624,460,1274
2000,3,564,647,1206
2000,4,1141,667,481
2000,4,954,629,434
2000,2,625,0,848
2000,2,600,0,985
2000,2,541,0,772
2000,2,554,0,727
2000,3,449,412,1123
2000,3,591,435,1221
2000,3,663,585,938
2000,3,579,483,1414
2000,4,1299,758,483
2000,4,852,589,413
2000,2,556,0,1349
2000,2,609,0,1149
2000,3,842,696,1335
2000,3,519,381,1034
2000,4,900,522,440
2000,4,744,494,403
2000,2,548,0,746
2000,2,607,0,808
2000,2,530,0,1122
2000,2,557,0,757
2000,3,422,275,970
2000,3,405,290,1007
2000,3,475,283,1073
2000,3,507,325,810
2000,4,982,1083,424
2000,4,863,536,383
2000,2,391,0,1069
2000,2,446,0,796
2000,3,631,450,1364
2000,3,704,497,1246
2000,4,862,691,391
2000,4,818,520,423
2000,2,501,0,1060
2000,2,660,0,1430
2000,2,524,0,882
2000,2,477,0,710
2000,3,498,407,967
2000,3,539,619,1030
2000,3,454,340,922
2000,3,515,367,865
2000,4,1188,642,446
2000,4,1171,986,498
2000,2,572,0,841
2000,2,589,0,792
2000,3,700,507,1850
2000,3,757,623,1569
2000,4,1221,935,647
2000,4,1049,815,574
2000,2,548,0,900
2000,2,464,0,1055
2000,2,429,0,948
2000,2,454,0,715
2000,3,532,345,796
2000,3,647,295,813
2000,3,728,307,792
2000,3,471,421,824
2000,4,892,582,380
2000,4,844,497,363
2000,2,470,0,693
2000,2,629,0,751
2000,3,626,527,1164
2000,3,660,400,1116
2000,4,1713,795,474
2000,4,794,613,536
2000,2,509,0,761
2000,2,488,0,994
2000,2,524,0,824
2000,2,498,0,873
2000,3,435,300,754
2000,3,450,296,735
2000,3,416,293,948
2000,3,494,298,735
2000,4,699,493,364
2000,4,822,495,380
2000,2,552,0,822
2000,2,525,0,715
2000,3,619,532,1060
2000,3,479,348,1050
2000,4,864,519,375
2000,4,716,553,397
2000,2,475,0,1004
2000,2,519,0,844
2000,2,671,0,877
2000,2,446,0,680
2000,3,394,287,851
2000,3,481,334,1026
2000,3,625,477,1253
2000,3,503,365,883
2000,4,898,905,540
2000,4,1003,857,428
2000,2,428,0,686
2000,2,716,0,878
2000,3,564,463,1248
2000,3,452,305,928
2000,4,860,1220,431
2000,4,870,778,452
2000,2,514,0,809
2000,2,498,0,912
2000,2,468,0,951
2000,2,470,0,746
2000,3,418,300,1080
2000,3,427,283,795
2000,3,572,324,877
2000,3,545,291,1038
2000,4,779,578,388
2000,4,799,517,368
2000,2,488,0,815
2000,2,454,0,898
2000,3,587,523,1278
2000,3,534,340,855
2000,4,788,544,385
2000,4,851,501,411
2000,2,509,0,976
2000,2,453,0,813
2000,2,515,0,779
2000,2,404,0,743
2000,3,493,307,769
2000,3,496,307,885
2000,3,482,331,972
2000,3,431,290,967
2000,4,790,532,376
