SB_Delay,comm_type,Host_Delay,Border_Delay,Controller_Delay
2,1,2,0,900
2,1,2,0,822
2,1,2,0,682
2,1,4,0,1146
2,1,3,0,1013
2,1,2,0,654
2,1,2,0,943
2,1,9,0,1662
2,1,1,0,753
2,1,1,0,786
2,1,3,0,963
2,1,2,0,704
2,1,4,0,1126
2,1,3,0,1265
2,1,1,0,638
2,1,2,0,644
2,1,2,0,774
2,1,2,0,630
2,1,1,0,620
2,1,1,0,859
2,1,2,0,716
2,1,1,0,668
2,1,1,0,626
2,1,3,0,949
2,1,3,0,969
2,1,2,0,756
2,1,3,0,945
2,1,3,0,1516
2,1,2,0,878
2,1,2,0,671
2,1,2,0,859
2,1,2,0,926
2,1,1,0,950
2,1,69,0,1143
2,3,1804,1910,1586
2,1,3,0,1480
2,3,1668,1798,1884
2,1,4,0,1392
2,4,3652,2566,641
2,4,2660,2981,682
2,2,1861,0,1376
2,2,1546,0,961
2,2,1425,0,869
2,2,1640,0,919
2,3,1605,1701,1311
2,3,1546,1315,1048
2,3,1442,1198,1086
2,3,1404,1449,1363
2,4,2986,2316,545
2,4,2813,2593,536
2,2,1809,0,1355
2,2,1504,0,826
2,1,2,0,831
2,1,1,0,660
2,1,2,0,631
2,1,2,0,623
2,1,2,0,664
2,1,1,0,685
2,3,1936,1695,1193
2,3,1497,1278,1181
2,4,3094,2403,610
2,4,3178,3734,566
2,2,3088,0,1880
2,2,2172,0,1309
2,1,4,0,1081
2,2,2923,0,1362
2,1,3,0,1332
2,1,4,0,1459
2,2,2941,0,1337
2,1,3,0,1049
2,1,2,0,2621
2,3,1939,6933,1617
2,1,3,0,1383
2,3,1886,2026,1348
2,3,2026,1759,1498
2,3,1818,1930,1411
2,4,2775,2526,545
2,4,2758,2297,559
2,2,1670,0,925
2,2,1531,0,926
2,1,2,0,1005
2,1,2,0,1057
2,1,4,0,935
2,1,3,0,915
2,1,2,0,1002
2,1,1,0,699
2,3,1766,1685,1405
2,3,1576,1765,1430
2,4,2854,2370,557
2,4,3097,2942,592
2,2,1658,0,970
2,2,1489,0,793
2,2,1446,0,901
2,2,1457,0,755
2,3,1558,1739,1215
2,3,1677,1404,1120
2,3,1430,1298,1134
2,3,1402,1894,1436
2,4,3065,2367,564
2,4,2693,2331,502
2,2,1883,0,862
2,2,1496,0,955
2,1,3,0,921
2,1,2,0,1012
2,1,2,0,887
2,1,1,0,654
2,1,2,0,869
2,1,2,0,670
2,3,1905,1477,1372
2,3,1802,1727,1968
2,4,2866,2484,592
2,4,3314,2561,543
2,2,1747,0,1240
2,2,1487,0,816
2,2,1435,0,945
2,2,1545,0,919
2,1,2,0,817
2,1,3,0,1474
2,3,1594,1775,1185
2,1,3,0,789
2,1,3,0,835
2,3,2030,1700,1208
2,1,2,0,721
2,1,5,0,909
2,3,1531,1423,1162
2,3,1509,1765,1477
2,4,2831,2343,557
2,4,2810,2349,505
2,2,1586,0,1002
2,2,1512,0,791
2,1,2,0,770
2,1,2,0,944
2,1,2,0,1066
2,1,3,0,785
2,1,2,0,649
2,1,2,0,946
2,3,2002,1459,1601
2,3,1444,1223,1248
2,4,2753,2364,579
2,4,3542,2928,531
2,2,1505,0,798
2,2,1481,0,859
2,2,1949,0,805
2,2,1538,0,899
2,3,1780,1537,1112
2,3,1686,1290,1088
2,3,1583,1614,1174
2,3,1568,1240,1164
2,4,3426,2591,554
2,4,2706,2251,529
2,2,1460,0,791
2,2,1525,0,898
2,1,3,0,939
2,1,2,0,787
2,1,2,0,1017
2,1,2,0,667
2,1,3,0,960
2,1,2,0,754
2,3,1875,1808,1413
2,3,1554,1223,1370
2,4,4214,3228,579
2,4,3049,2362,604
2,2,1812,0,1082
2,2,1472,0,877
2,2,1388,0,781
2,2,1494,0,821
2,1,3,0,901
2,3,1851,2252,1276
2,1,2,0,965
2,1,2,0,681
2,1,3,0,1032
2,3,1745,1461,1106
2,1,2,0,719
2,1,3,0,1002
2,3,1657,1634,1096
2,3,1531,1490,1319
2,4,2750,2562,603
2,4,2756,2374,527
2,2,1782,0,900
2,2,1613,0,761
2,1,2,0,744
2,1,1,0,646
2,1,2,0,866
2,1,3,0,917
2,1,2,0,783
2,1,4,0,2216
2,3,1912,1640,1368
2,3,1456,1251,1120
2,4,2856,2923,585
2,4,3630,2994,579
2,2,1497,0,917
2,2,1593,0,1153
2,2,1523,0,1155
2,2,1519,0,865
2,3,1838,1209,1120
2,3,1456,1396,1369
2,3,1626,1263,1104
2,3,1653,1529,1145
2,4,2749,3151,616
2,4,2782,2517,548
2,2,1418,0,1128
2,2,1574,0,917
2,1,3,0,1002
2,1,1,0,794
2,1,2,0,951
2,1,2,0,942
2,1,2,0,1004
2,1,2,0,720
2,3,2038,1650,1898
2,3,1547,1515,1434
2,4,3175,3176,606
2,4,3040,2379,576
2,2,1547,0,842
2,2,1625,0,947
2,1,3,0,733
2,2,2167,0,973
2,1,2,0,1366
2,1,4,0,1283
2,2,2254,0,1218
2,1,3,0,1032
2,1,2,0,1201
2,3,1808,1790,1379
2,1,3,0,1056
2,3,1494,1734,1269
2,3,1686,1428,1480
