SB_Delay,comm_type,Host_Delay,Border_Delay,Controller_Delay
2000,3,720,521,1476
2000,3,594,319,916
2000,4,1000,663,417
2000,4,880,494,379
2000,2,641,0,1075
2000,2,494,0,933
2000,2,536,0,1122
2000,2,428,0,709
2000,3,421,305,905
2000,3,716,719,1249
2000,3,591,359,876
2000,3,548,304,770
2000,4,1096,673,417
2000,4,895,525,412
2000,2,498,0,792
2000,2,482,0,979
2000,3,804,815,2050
2000,3,609,493,1502
2000,4,898,596,389
2000,4,725,541,399
2000,2,502,0,709
2000,2,464,0,957
2000,2,554,0,746
2000,2,406,0,971
2000,3,534,320,746
2000,3,480,328,963
2000,3,412,306,1008
2000,3,616,283,795
2000,4,693,568,383
2000,4,738,540,381
2000,2,449,0,757
2000,2,533,0,676
2000,3,597,401,1193
2000,3,470,320,892
2000,4,733,536,353
2000,4,750,680,425
2000,2,434,0,957
2000,2,484,0,836
2000,2,556,0,861
2000,2,412,0,998
2000,3,392,289,926
2000,3,551,366,864
2000,3,535,460,1142
2000,3,506,396,929
2000,4,1593,1425,580
2000,4,806,557,358
2000,2,469,0,714
2000,2,416,0,688
2000,3,696,453,1020
2000,3,512,400,1004
2000,4,930,673,402
2000,4,884,585,399
2000,2,475,0,738
2000,2,567,0,769
2000,2,516,0,766
2000,2,451,0,704
2000,3,536,473,967
2000,3,447,337,728
2000,3,440,312,975
2000,3,439,307,737
2000,4,754,550,369
2000,4,794,501,394
2000,2,445,0,845
2000,2,454,0,766
2000,3,822,634,1777
2000,3,763,660,1611
2000,4,995,855,513
2000,4,842,621,415
2000,2,581,0,789
2000,2,500,0,992
2000,2,526,0,730
2000,2,429,0,721
2000,3,421,326,818
2000,3,413,358,1085
2000,3,529,298,738
2000,3,564,376,987
2000,4,705,538,375
2000,4,763,601,412
2000,2,485,0,970
2000,2,461,0,697
2000,3,567,389,839
2000,3,468,444,1070
2000,4,798,551,400
2000,4,765,502,398
2000,2,460,0,780
2000,2,520,0,864
2000,2,593,0,860
2000,2,452,0,709
2000,3,455,356,1092
2000,3,411,309,741
2000,3,400,292,737
2000,3,481,315,1049
2000,4,800,504,431
2000,4,725,475,383
2000,2,551,0,1060
2000,2,457,0,702
2000,3,711,659,1751
2000,3,815,498,1268
2000,4,1119,853,541
2000,4,833,557,405
2000,2,636,0,827
2000,2,493,0,793
2000,2,453,0,899
2000,2,491,0,724
2000,3,532,351,772
2000,3,424,287,764
2000,3,424,368,865
2000,3,429,295,752
2000,4,826,529,376
2000,4,748,556,386
2000,2,543,0,747
2000,2,471,0,722
2000,3,820,647,1512
2000,3,660,448,936
2000,4,792,633,402
2000,4,849,515,369
2000,2,418,0,745
2000,2,619,0,1100
2000,2,515,0,1151
2000,2,569,0,725
2000,3,436,297,793
2000,3,462,396,1120
2000,3,488,290,837
2000,3,463,310,828
2000,4,747,533,382
2000,4,666,502,349
2000,2,488,0,739
2000,2,473,0,687
2000,3,1065,762,2555
2000,3,1069,740,1883
2000,4,1751,696,471
2000,4,846,607,500
2000,2,475,0,1059
2000,2,466,0,725
2000,2,452,0,733
2000,2,508,0,651
2000,3,450,278,781
2000,3,466,288,1142
2000,3,633,463,817
2000,3,580,403,815
2000,4,888,672,446
2000,4,947,624,596
2000,2,430,0,1016
2000,2,565,0,1242
2000,3,670,491,1140
2000,3,556,473,1043
2000,4,826,652,452
2000,4,781,534,392
2000,2,422,0,716
2000,2,590,0,969
2000,2,492,0,941
2000,2,425,0,1010
2000,3,528,318,764
2000,3,490,348,1061
2000,3,486,284,1075
2000,3,448,383,1101
2000,4,905,676,446
2000,4,834,530,362
2000,2,430,0,1015
2000,2,456,0,685
2000,3,631,478,1344
2000,3,539,349,995
2000,4,748,537,368
2000,4,857,569,471
2000,2,471,0,857
2000,2,556,0,776
2000,2,595,0,883
2000,2,599,0,721
2000,3,478,296,1109
2000,3,579,315,1071
2000,3,406,294,1024
2000,3,573,510,801
2000,4,864,480,358
2000,4,700,542,379
2000,2,525,0,722
2000,2,418,0,1326
2000,3,621,449,906
2000,3,605,378,845
2000,4,830,549,352
2000,4,741,491,371
2000,2,445,0,1051
2000,2,586,0,794
2000,2,545,0,891
2000,2,519,0,785
2000,3,416,304,1030
2000,3,456,278,1064
2000,3,427,326,760
2000,3,415,284,813
2000,4,712,519,358
2000,4,1235,661,413
2000,2,445,0,1117
2000,2,464,0,693
2000,3,769,1545,1360
2000,3,487,410,886
2000,4,1179,1079,595
2000,4,1179,821,450
2000,2,516,0,883
2000,2,587,0,827
2000,2,429,0,743
2000,2,582,0,770
2000,3,532,454,939
2000,3,757,639,1214
2000,3,535,342,1005
2000,3,464,336,961
2000,4,816,646,399
2000,4,861,768,463
2000,2,470,0,779
2000,2,487,0,716
2000,3,542,548,1079
2000,3,554,438,966
2000,4,1006,737,488
2000,4,965,733,448
2000,2,702,0,1316
2000,2,790,0,1239
2000,2,466,0,752
2000,2,541,0,687
2000,3,492,341,850
2000,3,516,509,898
2000,3,554,354,905
2000,3,559,519,1214
2000,4,963,831,533
2000,4,1007,681,501
2000,2,567,0,992
2000,2,567,0,898
2000,3,708,514,1333
2000,3,766,632,1399
2000,4,897,795,486
2000,4,1441,790,654
2000,2,498,0,1170
2000,2,486,0,925
2000,2,556,0,808
2000,2,567,0,1095
2000,3,596,495,1061
2000,3,629,320,918
2000,3,590,559,1122
2000,3,441,382,783
2000,4,858,582,467
2000,4,1045,674,439
2000,2,883,0,1643
2000,2,646,0,874
2000,3,559,382,835
2000,3,666,410,1138
2000,4,1209,795,627
2000,4,860,614,381
2000,2,555,0,735
2000,2,533,0,901
2000,2,753,0,828
2000,2,600,0,854
2000,3,460,352,773
2000,3,511,469,1456
2000,3,520,399,1014
