SB_Delay,comm_type,Host_Delay,Border_Delay,Controller_Delay
2,3,2502588,2336,1655
2,3,1709,1446,1357
2,3,1612,1395,1123
2,4,2945,3126,619
2,4,3254,3012,546
2,2,1799,0,1248
2,2,1679,0,1119
2,3,1731,1711,1869
2,3,1686,1888,1654
2,4,2946,3125,565
2,4,3609,3062,551
2,2,2217,0,898
2,2,1398,0,1087
2,2,1828,0,944
2,3,1462,1500,1219
2,3,1458,1242,1344
2,3,1487,1438,1305
2,4,3877,3343,742
2,4,2919,2868,723
2,2,1591,0,953
2,2,1821,0,929
2,3,1709,1534,1630
2,3,1584,1585,1534
2,4,2814,2379,563
2,4,5018,3503,691
2,2,1474,0,886
2,2,1510,0,970
2,2,1585,0,966
2,3,1549,1287,1175
2,3,1878,2393,1330
2,3,1970,1610,1215
2,4,3057,3405,751
2,4,3466,4071,601
2,2,1562,0,890
2,2,1878,0,869
2,3,1853,1939,1523
2,3,2206,1908,1331
2,4,2980,2585,536
2,4,4019,2736,562
2,2,1454,0,886
2,2,1638,0,868
2,2,2046,0,792
2,3,1540,1239,1307
2,3,1473,1197,1275
2,3,1475,1224,1528
2,4,3393,2945,596
2,4,3398,2842,606
2,2,1596,0,811
2,2,1992,0,965
2,3,1926,1799,1648
2,3,1736,1388,1408
2,4,3005,2456,541
2,4,3893,2488,648
2,2,1605,0,791
2,2,1621,0,873
2,2,1754,0,1050
2,3,1871,1825,1628
2,3,1570,1528,1181
2,3,1586,1699,1153
2,4,3065,2768,575
2,4,2729,2347,547
2,2,1493,0,773
2,2,1530,0,1046
2,3,1815,2157,1667
2,3,1693,1632,1822
2,4,3178,3596,797
2,4,3310,3076,574
2,2,1821,0,850
2,2,1676,0,910
2,2,1615,0,961
2,3,1603,1890,1275
2,3,1515,1578,1187
2,3,1455,1216,1106
2,4,3130,2568,569
2,4,3311,3280,631
2,2,1496,0,897
2,2,1795,0,1001
2,3,1722,2012,2067
2,3,1959,2395,1605
2,4,2972,2368,577
2,4,3595,3188,620
2,2,1449,0,946
2,2,1506,0,1009
2,2,1939,0,886
2,3,1675,2001,1383
2,3,1781,1308,1318
2,3,2396,1297,1058
2,4,2752,2550,566
2,4,2701,2767,542
2,2,1511,0,814
2,2,1579,0,1065
2,3,2574,2079,1677
2,3,2035,1825,1475
2,4,3497,2489,706
2,4,3004,3001,627
2,2,1513,0,949
2,2,1655,0,925
2,2,1507,0,1166
2,3,1485,1189,1090
2,3,1426,1200,1137
2,3,1426,1294,1221
2,4,2735,2382,516
2,4,3208,2351,623
2,2,1473,0,757
2,2,1493,0,850
2,3,2118,1445,1349
2,3,1556,1376,1125
2,4,2789,2476,584
2,4,3101,2316,546
2,2,1514,0,802
2,2,1597,0,856
2,2,1601,0,1160
2,3,1438,1314,1246
2,3,1653,1517,1345
2,3,1490,1710,1169
2,4,3487,3585,702
2,4,2830,2383,631
2,2,1483,0,1019
2,2,1478,0,847
2,3,2163,2081,1762
2,3,1696,1398,1538
2,4,3431,2891,726
2,4,3282,3574,630
2,2,1865,0,1047
2,2,1639,0,829
2,2,1482,0,955
2,3,1461,1301,1157
2,3,1794,1357,1140
2,3,1440,1292,1128
2,4,2743,2230,548
2,4,2848,2283,541
2,2,1492,0,998
2,2,1552,0,776
2,3,1912,1739,1353
2,3,1560,1235,1226
2,4,2929,2327,568
2,4,3124,2355,541
2,2,1647,0,1028
2,2,1483,0,838
2,2,1548,0,871
2,3,1544,1257,1148
2,3,1550,1252,1134
2,3,1455,1210,1109
2,4,3121,2355,540
2,4,2950,2378,562
2,2,1524,0,858
2,2,1579,0,896
2,3,1921,1528,1401
2,3,1636,1329,1536
2,4,3491,2467,536
2,4,3148,2412,548
2,2,1804,0,1113
2,2,1453,0,985
2,2,1626,0,932
2,3,1606,1848,1376
2,3,1591,1449,2164
2,3,2012,1543,1491
2,4,2844,3158,774
2,4,2679,3364,591
2,2,1499,0,797
2,2,1572,0,900
2,3,2141,2157,1949
2,3,2029,1914,1665
2,4,3353,4318,939
2,4,3565,3154,679
2,2,1898,0,1466
2,2,1894,0,885
2,2,1616,0,894
2,3,1737,1237,1085
2,3,1700,1756,1154
2,3,1430,1283,1231
