SB_Delay,comm_type,Host_Delay,Border_Delay,Controller_Delay
2,4,3675,3574,645
2,4,4562,5012,1009
2,2,1647,0,1138
2,2,1879,0,1128
2,1,2,0,956
2,1,2,0,760
2,1,1,0,946
2,1,1,0,904
2,1,3,0,801
2,1,3,0,1093
2,3,2170,1759,1718
2,3,1929,1690,1748
2,4,4255,4379,1006
2,1,3,0,989
2,1,5,0,1294
2,4,4168,4025,571
2,1,2,0,768
2,1,3,0,731
2,2,2049,0,998
2,1,5,0,1616
2,2,2186,0,1552
2,1,3,0,955
2,2,1758,0,1270
2,2,1477,0,855
2,3,1626,1452,1129
2,3,1462,1460,1363
2,3,2069,1960,1230
2,3,1550,1198,1400
2,4,3166,3151,562
2,4,4139,2914,678
2,1,5,0,1531
2,2,1664,0,967
2,1,4,0,2494
2,2,2025,0,2115
2,1,5,0,1697
2,1,4,0,2017
2,1,3,0,791
2,1,1,0,724
2,3,1846,2030,1522
2,3,1968,2448,1540
2,1,4,0,1900
2,4,3904,3163,689
2,1,6,0,1985
2,1,6,0,2170
2,4,5183,6225,1190
2,1,4,0,1824
2,1,4,0,1423
2,2,2125,0,1457
2,1,5,0,1541
2,2,1837,0,1260
2,2,1964,0,1192
2,2,2156,0,1046
2,3,1902,1873,1412
2,3,1743,1678,1634
2,3,1435,1411,1511
2,3,1550,1287,1059
2,1,2,0,1233
2,4,4243,3543,621
2,1,3,0,918
2,1,3,0,1257
2,4,3476,3341,607
2,1,4,0,1276
2,2,1743,0,1217
2,1,3,0,1090
2,2,1796,0,1303
2,1,3,0,918
2,3,2172,2425,1448
2,1,2,0,1080
2,3,1626,1345,1640
2,1,3,0,854
2,1,3,0,1053
2,1,3,0,1694
2,1,3,0,771
2,1,2,0,765
2,1,1,0,963
2,1,2,0,722
2,1,2,0,939
2,1,2,0,1009
2,1,2,0,738
2,1,2,0,964
2,1,2,0,933
2,1,2,0,658
2,1,2,0,932
2,1,4,0,1066
2,1,3,0,877
2,1,1,0,664
2,1,5,0,1664
2,1,3,0,1033
2,1,3,0,1032
2,1,3,0,1492
2,1,3,0,931
2,1,3,0,817
2,1,4,0,1342
2,1,3,0,1148
2,1,4,0,1334
2,1,2,0,1329
2,1,2,0,765
2,1,1,0,860
2,1,3,0,969
2,1,2,0,1002
2,1,2,0,1122
2,1,2,0,947
2,1,2,0,740
2,1,2,0,712
2,1,3,0,912
2,1,3,0,977
2,1,4,0,1119
2,1,4,0,973
2,1,3,0,808
2,1,1,0,659
2,1,3,0,1015
2,1,3,0,1160
2,1,2,0,671
2,1,2,0,987
2,1,2,0,968
2,1,2,0,884
2,1,3,0,852
2,1,4,0,1108
2,1,3,0,912
2,1,4,0,1044
2,1,3,0,906
2,1,2,0,718
2,1,2,0,965
2,1,2,0,913
2,1,4,0,1183
2,1,3,0,1178
2,1,1,0,675
2,1,2,0,757
2,1,2,0,950
2,1,2,0,892
2,1,2,0,741
2,1,3,0,752
2,1,2,0,853
2,1,3,0,1033
2,1,3,0,1047
2,1,2,0,874
2,1,4,0,1464
2,1,3,0,1662
2,1,5,0,1595
2,1,2,0,859
2,1,4,0,1746
2,1,2,0,650
2,1,2,0,906
2,1,2,0,682
2,1,4,0,1090
2,1,3,0,736
2,1,3,0,788
2,1,2,0,869
