SB_Delay,comm_type,Host_Delay,Border_Delay,Controller_Delay
2,1,2,0,923
2,1,2,0,803
2,1,2,0,968
2,1,2,0,843
2,1,2,0,799
2,1,2,0,877
2,1,2,0,937
2,1,2,0,943
2,1,1,0,873
2,1,2,0,858
2,1,2,0,1037
2,1,3,0,1001
2,1,2,0,1359
2,1,2,0,800
2,1,2,0,609
2,1,2,0,967
2,1,3,0,791
2,1,4,0,1092
2,1,2,0,806
2,1,3,0,1240
2,1,2,0,963
2,1,2,0,929
2,1,2,0,1116
2,1,3,0,1133
2,1,3,0,805
2,1,2,0,672
2,1,2,0,725
2,1,5,0,1589
2,1,3,0,980
2,1,2,0,676
2,1,2,0,935
2,1,2,0,910
2,1,1,0,768
2,1,2,0,1071
2,1,2,0,674
2,1,2,0,699
2,1,2,0,955
2,1,1,0,780
2,1,2,0,816
2,1,2,0,632
2,1,2,0,717
2,1,3,0,745
2,1,2,0,662
2,1,2,0,647
2,1,2,0,675
2,1,2,0,731
2,1,1,0,676
2,1,2,0,696
2,1,3,0,1127
2,1,1,0,840
2,1,3,0,1232
2,1,2,0,809
2,1,2,0,728
2,1,3,0,826
2,1,2,0,884
2,1,2,0,716
2,1,2,0,714
2,1,2,0,985
2,1,2,0,912
2,1,1,0,648
2,1,2,0,947
2,1,2,0,973
2,1,3,0,2245
2,3,1858,1610,2143
2,1,4,0,1512
2,3,1775,2183,2033
2,1,3,0,1222
2,1,3,0,815
2,4,3779,2670,664
2,4,3726,2470,566
2,2,2023,0,1092
2,2,1738,0,1112
2,2,1522,0,1048
2,3,1494,1426,1390
2,3,1630,1727,1513
2,3,1502,1228,1168
2,4,2986,3384,825
2,1,3,0,1257
2,1,3,0,826
2,1,3,0,1002
2,4,3094,2801,586
2,1,3,0,1314
2,2,1604,0,1339
2,1,2,0,1073
2,2,1560,0,1250
2,1,2,0,761
2,3,2069,1811,1267
2,1,3,0,1290
2,3,2042,1625,2069
2,1,2,0,781
2,1,3,0,844
2,1,3,0,867
2,4,3069,3379,652
2,1,2,0,846
2,1,3,0,1147
2,4,3538,3736,697
2,2,1609,0,1040
2,2,1560,0,958
2,2,1436,0,772
2,3,1752,1410,1033
2,3,1510,1550,1430
2,3,1489,1190,1365
2,4,3245,2977,733
2,1,4,0,1768
2,1,4,0,1150
2,4,3711,3044,661
2,1,2,0,708
2,2,1690,0,1359
2,1,2,0,1138
2,2,1602,0,1244
2,1,2,0,808
2,1,2,0,929
2,1,3,0,1196
2,1,4,0,1398
2,3,2491,2156,2497
2,1,2,0,1256
2,3,1992,1750,2453
2,1,2,0,799
2,1,4,0,1455
2,1,2,0,1266
