SB_Delay,comm_type,Host_Delay,Border_Delay,Controller_Delay
2,1,4,0,1326
2,1,2,0,776
2,1,4,0,1343
2,1,4,0,1111
2,3,1663,1571,1827
2,1,3,0,1579
2,3,1904,1807,1954
2,1,2,0,949
2,4,3539,2469,620
2,4,3871,3162,567
2,2,1813,0,845
2,2,1505,0,818
2,2,2841,0,975
2,3,2011,1979,1245
2,3,1541,1319,1148
2,3,1722,1516,1160
2,1,3,0,1437
2,4,3539,3303,622
2,1,4,0,1103
2,1,5,0,1438
2,1,5,0,1569
2,4,5098,4163,604
2,1,2,0,779
2,2,1635,0,885
2,1,3,0,1208
2,2,1886,0,1045
2,1,2,0,737
2,1,3,0,1623
2,1,4,0,1221
2,3,1759,1983,1828
2,1,3,0,1272
2,3,1608,1666,2312
2,1,4,0,1580
2,1,6,0,1696
2,4,5355,3543,702
2,4,4037,4090,877
2,2,2016,0,1206
2,2,1761,0,886
2,2,1602,0,862
2,3,1901,1801,1276
2,1,2,0,813
2,1,5,0,1665
2,3,1833,1989,1289
2,1,3,0,1176
2,1,4,0,1776
2,3,1992,2387,1616
2,1,2,0,819
2,1,4,0,1274
2,4,4013,3604,575
2,4,4180,4624,1346
2,2,2060,0,1625
2,2,1830,0,822
2,1,3,0,1241
2,1,3,0,1007
2,1,3,0,775
2,1,5,0,1657
2,3,1937,1712,2021
2,1,4,0,1541
2,3,1791,1992,2941
2,1,3,0,1901
2,4,5240,3980,796
2,4,4570,5740,856
2,2,1847,0,951
2,2,1875,0,924
2,2,1688,0,825
2,3,1505,1294,1237
2,3,1585,1445,1336
2,1,3,0,777
2,1,2,0,816
2,1,3,0,1164
2,3,1634,1459,1237
2,1,3,0,911
2,1,3,0,959
2,4,3229,2688,549
2,1,4,0,1185
2,4,3479,2635,630
2,2,1857,0,1019
2,2,1793,0,1397
2,1,3,0,962
2,1,2,0,851
2,1,4,0,1153
2,1,3,0,802
2,1,2,0,679
2,1,2,0,815
2,3,1628,1347,1193
2,3,1632,1464,1254
2,4,3333,2914,554
2,4,2707,2328,536
2,2,1618,0,940
2,2,1795,0,993
2,1,3,0,1387
2,1,4,0,1018
2,2,1909,0,1034
2,1,3,0,1002
2,1,5,0,1585
2,1,3,0,1708
2,3,2295,2673,2281
2,1,2,0,833
2,3,1793,1587,1355
2,3,1780,1567,1138
2,4,2961,2596,589
2,4,4341,2855,547
2,2,1710,0,840
2,2,1629,0,876
2,1,3,0,975
2,1,3,0,1078
2,1,4,0,992
2,1,2,0,648
2,1,2,0,854
2,1,2,0,775
2,3,1923,1996,1507
2,3,2654,1924,1658
2,4,3920,2702,693
2,1,3,0,841
2,4,4026,2934,789
2,1,2,0,698
2,1,3,0,1082
2,2,1994,0,860
2,1,3,0,1233
2,2,1569,0,897
2,1,3,0,705
2,2,2303,0,1186
2,1,3,0,1306
2,3,1486,1214,1139
2,3,1477,1256,1164
2,3,1555,1347,1192
2,4,3084,3125,615
2,4,3605,3815,594
2,2,1735,0,1076
2,2,1599,0,806
2,1,2,0,762
2,1,2,0,765
2,1,3,0,773
2,1,3,0,874
2,1,2,0,890
2,1,2,0,628
2,3,1874,1744,1586
2,3,1494,1238,1444
2,4,2853,2453,749
2,1,4,0,1185
2,4,3733,3758,558
2,1,3,0,781
2,1,2,0,657
2,2,1777,0,1039
2,1,3,0,919
2,1,4,0,960
2,2,1971,0,837
2,1,2,0,719
2,2,1734,0,850
2,3,1480,1241,1451
2,3,1722,1445,1410
2,3,2453,1863,1584
2,4,3208,3010,776
2,4,3744,2914,581
2,2,1836,0,1002
2,1,5,0,932
2,2,1664,0,1882
2,1,3,0,1404
2,1,3,0,1104
2,1,2,0,657
2,1,4,0,884
2,1,1,0,652
2,3,3475,3624,2418
2,3,4251,2831,2277
2,1,4,0,1710
2,1,6,0,2305
2,1,3,0,1375
2,4,7587,3791,801
2,1,5,0,1294
2,1,4,0,1256
2,4,4855,4012,689
2,1,7,0,1474
2,2,1773,0,1263
2,2,1696,0,1082
2,2,1976,0,1012
2,3,2313,1913,1364
2,3,1651,1759,1075
2,3,1951,1510,1406
2,4,3103,2592,590
2,4,4124,3320,1072
2,2,1808,0,841
2,1,3,0,1741
2,2,2067,0,1318
2,1,5,0,1431
2,1,2,0,1039
2,1,5,0,1309
2,1,4,0,969
2,1,2,0,771
2,1,2,0,746
2,1,4,0,973
2,1,6,0,1599
2,3,2643,2036,4085
2,1,3,0,1385
2,3,2227,2099,2154
2,1,6,0,1492
2,1,4,0,1343
2,4,4824,4446,680
2,4,3659,4024,658
2,2,1684,0,795
2,2,1626,0,868
2,2,1742,0,882
2,3,2227,2004,1821
2,3,1542,1476,1172
2,3,1833,2078,1165
2,1,3,0,877
2,1,2,0,815
2,1,5,0,1524
2,4,4851,3945,1032
2,1,3,0,1090
2,1,4,0,1032
2,1,5,0,1377
2,4,3605,5034,755
2,2,1648,0,843
2,2,2127,0,1023
2,1,2,0,951
2,1,5,0,1129
2,1,3,0,1166
2,1,5,0,1224
2,3,1875,2372,1999
2,1,16,0,1933
2,3,2168,2054,1324
2,1,4,0,1250
2,4,3821,2920,758
2,4,4609,3061,758
2,2,1891,0,1301
2,2,1793,0,1098
2,2,1495,0,841
2,3,1757,1979,1498
2,3,1731,1563,1384
2,3,1883,2018,1392
2,1,4,0,1405
2,1,5,0,1382
2,4,4485,4948,800
2,1,3,0,1715
2,1,4,0,1416
2,1,5,0,1461
2,4,5425,4485,718
2,1,2,0,908
2,2,1934,0,1158
2,2,2213,0,952
2,1,5,0,1350
2,1,2,0,811
2,1,5,0,1936
2,3,1613,1655,2532
2,1,2,0,641
2,3,2086,2085,2077
2,1,4,0,1029
2,1,4,0,1224
2,4,4454,4830,903
2,4,4259,4118,595
2,2,1809,0,1046
2,2,1874,0,854
2,2,1754,0,1031
2,3,1724,1713,1175
2,3,1674,1468,1094
2,3,1655,1519,1379
2,1,2,0,776
2,1,4,0,978
2,1,5,0,1686
2,4,4186,4947,762
