getter,peers,micros,payload,rcv_flag,span
1,4,1000000,32,0,6
1,4,1000000,32,0,4
1,4,1000000,32,0,10
1,4,1000000,32,0,4
1,4,1000000,32,0,3
1,4,1000000,32,0,12
1,4,1000000,32,0,3
1,4,1000000,32,0,3
1,4,1000000,32,0,1
1,4,100000,32,0,6
1,4,100000,32,0,20
1,4,100000,32,0,3
1,4,100000,32,0,3
1,4,100000,32,0,2
1,4,100000,32,0,4
1,4,100000,32,0,25
1,4,100000,32,0,19
1,4,100000,32,0,22
1,4,100000,32,0,21
1,4,100000,32,0,4
1,4,100000,32,0,19
1,4,100000,32,0,3
1,4,100000,32,0,19
1,4,100000,32,0,20
1,4,100000,32,0,15
1,4,100000,32,0,24
1,4,100000,32,0,4
1,4,100000,32,0,27
1,4,100000,32,0,21
1,4,100000,32,0,30
1,4,100000,32,0,23
1,4,100000,32,0,23
1,4,100000,32,0,27
1,4,100000,32,0,15
1,4,100000,32,0,23
1,4,100000,32,0,18
1,4,100000,32,0,20
1,4,100000,32,0,27
1,4,100000,32,0,20
1,4,100000,32,0,22
1,4,100000,32,0,13
1,4,100000,32,0,22
1,4,100000,32,0,3
1,4,100000,32,0,33
1,4,100000,32,0,8
1,4,100000,32,0,8
1,4,100000,32,0,19
1,4,100000,32,0,17
1,4,100000,32,0,17
1,4,100000,32,0,10
1,4,100000,32,0,8
1,4,100000,32,0,54
1,4,100000,32,0,4
1,4,100000,32,0,3
1,4,100000,32,0,18
1,4,100000,32,0,7
1,4,100000,32,0,14
1,4,100000,32,0,2
1,4,100000,32,0,14
1,4,100000,32,0,4
1,4,100000,32,0,12
1,4,100000,32,0,17
1,4,100000,32,0,3
1,4,100000,32,0,2
1,4,100000,32,0,22
1,4,100000,32,0,7
1,4,100000,32,0,18
1,4,100000,32,0,6
1,4,100000,32,0,38
1,4,100000,32,0,18
1,4,100000,32,0,14
1,4,100000,32,0,4
1,4,100000,32,0,3
1,4,100000,32,0,1
1,4,100000,32,0,16
1,4,100000,32,0,16
1,4,100000,32,0,14
1,4,100000,32,0,13
1,4,100000,32,0,15
1,4,100000,32,0,5
1,4,100000,32,0,14
1,4,100000,32,0,6
1,4,100000,32,0,36
1,4,100000,32,0,32
1,4,100000,32,0,20
1,4,100000,32,0,25
1,4,100000,32,0,6
1,4,100000,32,0,8
1,4,100000,32,0,13
1,4,100000,32,0,13
1,4,100000,32,0,1
1,4,100000,32,0,3
1,4,100000,32,0,16
1,4,100000,32,0,3
