getter,peers,micros,payload,rcv_flag,span
1,1024,1000000,32,0,16094
1,1024,1000000,32,0,3907
1,1024,1000000,32,0,2525200
1,1024,1000000,32,0,21831
1,1024,100000,32,0,6278
1,1024,100000,32,0,11784
1,1024,100000,32,0,2434
1,1024,100000,32,0,3413
1,1024,100000,32,0,5375
1,1024,100000,32,0,2399
1,1024,100000,32,0,10885
1,1024,100000,32,0,2617
1,1024,100000,32,0,27717
1,1024,100000,32,0,5856
1,1024,100000,32,0,38143
1,1024,100000,32,0,69343
1,1024,100000,32,0,61073
1,1024,100000,32,0,6187
1,1024,10000,32,0,9328
1,1024,10000,32,0,22808
1,1024,10000,32,0,8151
1,1024,10000,32,0,7772
1,1024,10000,32,0,82671
1,1024,10000,32,0,54069
1,1024,10000,32,0,15226
1,1024,10000,32,0,7832
1,1024,10000,32,0,4147
1,1024,10000,32,0,2223
1,1024,10000,32,0,6829
1,1024,10000,32,0,7598
1,1024,10000,32,0,2256
1,1024,10000,32,0,8447
1,1024,10000,32,0,79190
1,1024,10000,32,0,5148
1,1024,1000,32,0,12323
1,1024,1000,32,0,5763
1,1024,1000,32,0,5623
1,1024,1000,32,0,13326
1,1024,1000,32,0,3812
1,1024,1000,32,0,40719
1,1024,1000,32,0,2297
1,1024,1000,32,0,31350
1,1024,1000,32,0,13245
1,1024,1000,32,0,11075
1,1024,1000,32,0,6004
1,1024,1000,32,0,34582
1,1024,1000,32,0,6653
1,1024,1000,32,0,2563
1,1024,100,32,0,44557
1,1024,100,32,0,1266
1,1024,100,32,0,8087
1,1024,100,32,0,20091
1,1024,100,32,0,19701
1,1024,100,32,0,3895
1,1024,100,32,0,20787
1,1024,100,32,0,13455
1,1024,100,32,0,2424580
1,1024,100,32,0,2660
1,1024,100,32,0,20147
1,1024,100,32,0,3344
1,1024,10,32,0,81609
1,1024,10,32,0,23456
1,1024,10,32,0,3428
1,1024,10,32,0,64095
1,1024,10,32,0,32366
1,1024,10,32,0,2704
1,1024,10,32,0,3837
1,1024,10,32,0,20875
1,1024,10,32,0,7059
1,1024,10,32,0,61459
1,1024,10,32,0,94111
1,1024,10,32,0,21806
1,1024,10,32,0,28473
1,1024,1,32,0,2540299
1,1024,1,32,0,8449
1,1024,1,32,0,3193
1,1024,1,32,0,4655
1,1024,1,32,0,2843
1,1024,1,32,0,21543
1,1024,1,32,0,64522
1,1024,1,32,0,13510
1,1024,1,32,0,7175
1,1024,0,32,0,1936
1,1024,0,32,0,27772
1,1024,0,32,0,11708
1,1024,0,32,0,8447
1,1024,0,32,0,12171
1,1024,0,32,0,6181
1,1024,0,32,0,32675
1,1024,0,32,0,12607
1,1024,0,32,0,26582
1,1024,0,32,0,101165
1,1024,0,32,0,21882
1,1024,0,32,0,17673
1,1024,0,32,0,24389
1,1024,0,32,0,22519
1,1024,0,32,0,17813
1,1024,0,32,0,53924
