getter,peers,micros,payload,rcv_flag,span
1,256,1000000,32,0,206
1,256,1000000,32,0,192
1,256,1000000,32,0,191
1,256,1000000,32,0,2690
1,256,1000000,32,0,2490
1,256,1000000,32,0,2246
1,256,1000000,32,0,317
1,256,1000000,32,0,1790
1,256,1000000,32,0,274
1,256,100000,32,0,1811812
1,256,100000,32,0,238
1,256,100000,32,0,195
1,256,100000,32,0,1955
1,256,100000,32,0,6005
1,256,100000,32,0,194
1,256,100000,32,0,272
1,256,100000,32,0,196
1,256,100000,32,0,777
1,256,100000,32,0,5723
1,256,100000,32,0,189
1,256,100000,32,0,246
1,256,100000,32,0,231
1,256,100000,32,0,2090
1,256,100000,32,0,189
1,256,100000,32,0,197
1,256,100000,32,0,6864
1,256,100000,32,0,198
1,256,100000,32,0,191
1,256,100000,32,0,2742
1,256,100000,32,0,2855
1,256,100000,32,0,234
1,256,100000,32,0,202
1,256,100000,32,0,4589
1,256,100000,32,0,187
1,256,100000,32,0,205
1,256,100000,32,0,190
1,256,100000,32,0,284
1,256,100000,32,0,236
1,256,100000,32,0,225
1,256,100000,32,0,233
1,256,100000,32,0,1214
1,256,100000,32,0,193
1,256,100000,32,0,192
1,256,100000,32,0,840
1,256,100000,32,0,5211
1,256,100000,32,0,193
1,256,100000,32,0,10030
1,256,100000,32,0,1429
1,256,100000,32,0,7272
1,256,100000,32,0,193
1,256,100000,32,0,2209
1,256,100000,32,0,179
1,256,100000,32,0,4947
1,256,100000,32,0,205
1,256,100000,32,0,956
1,256,100000,32,0,368
1,256,100000,32,0,2025
1,256,100000,32,0,643
1,256,100000,32,0,189
1,256,100000,32,0,191
1,256,100000,32,0,191
1,256,100000,32,0,190
1,256,100000,32,0,184
1,256,100000,32,0,5464
1,256,100000,32,0,2205
1,256,10000,32,0,522
1,256,10000,32,0,1553503
1,256,10000,32,0,66276
1,256,10000,32,0,459
1,256,10000,32,0,237
1,256,10000,32,0,8181
1,256,10000,32,0,572
1,256,10000,32,0,392
1,256,10000,32,0,226
1,256,10000,32,0,563
1,256,10000,32,0,5579
1,256,10000,32,0,228
1,256,10000,32,0,575
1,256,10000,32,0,1029
1,256,10000,32,0,262
1,256,10000,32,0,5517
1,256,10000,32,0,261
1,256,10000,32,0,269
1,256,10000,32,0,4179
1,256,10000,32,0,759
1,256,10000,32,0,232
1,256,10000,32,0,234
1,256,10000,32,0,225
1,256,10000,32,0,227
1,256,10000,32,0,2215
1,256,10000,32,0,3627
1,256,10000,32,0,396
1,256,10000,32,0,371
1,256,10000,32,0,370
1,256,10000,32,0,230
1,256,10000,32,0,231
1,256,10000,32,0,3036
1,256,10000,32,0,256
1,256,10000,32,0,1882
1,256,10000,32,0,4974
1,256,10000,32,0,2410
1,256,10000,32,0,376
1,256,10000,32,0,382
1,256,10000,32,0,1151
1,256,10000,32,0,12342
1,256,10000,32,0,11391
1,256,10000,32,0,238
1,256,10000,32,0,3950
1,256,10000,32,0,5312
1,256,10000,32,0,233
1,256,10000,32,0,3511
1,256,10000,32,0,1111
1,256,10000,32,0,1340
1,256,10000,32,0,481
1,256,10000,32,0,1368
1,256,10000,32,0,244
1,256,10000,32,0,7736
1,256,10000,32,0,237
1,256,10000,32,0,234
1,256,10000,32,0,4035
1,256,10000,32,0,237
1,256,10000,32,0,226
1,256,10000,32,0,239
1,256,10000,32,0,4779
1,256,10000,32,0,4559
1,256,10000,32,0,240
1,256,10000,32,0,230
1,256,10000,32,0,3202
1,256,10000,32,0,3019
1,256,10000,32,0,9540
1,256,10000,32,0,240
1,256,10000,32,0,2796
1,256,10000,32,0,1925
1,256,10000,32,0,253
1,256,10000,32,0,242
1,256,10000,32,0,240
1,256,10000,32,0,238
1,256,10000,32,0,814
1,256,10000,32,0,1830
1,256,10000,32,0,1449
1,256,10000,32,0,225
1,256,10000,32,0,9248
1,256,10000,32,0,240
1,256,10000,32,0,226
1,256,10000,32,0,240
1,256,10000,32,0,5946
1,256,10000,32,0,2611
1,256,10000,32,0,265
1,256,10000,32,0,236
1,256,10000,32,0,1182
1,256,10000,32,0,225
1,256,10000,32,0,1055
1,256,10000,32,0,226
1,256,10000,32,0,7681
1,256,10000,32,0,219
1,256,10000,32,0,225
1,256,10000,32,0,255
1,256,10000,32,0,10338
1,256,10000,32,0,230
1,256,10000,32,0,225
1,256,10000,32,0,225
1,256,10000,32,0,227
1,256,10000,32,0,325
1,256,10000,32,0,3761
1,256,10000,32,0,495
1,256,10000,32,0,239
1,256,10000,32,0,221
1,256,10000,32,0,5447
1,256,10000,32,0,3891
1,256,10000,32,0,4612
1,256,10000,32,0,843
1,256,10000,32,0,1883
1,256,10000,32,0,222
1,256,10000,32,0,239
1,256,10000,32,0,225
1,256,10000,32,0,241
1,256,10000,32,0,4423
1,256,10000,32,0,213
1,256,10000,32,0,6270
1,256,10000,32,0,239
1,256,10000,32,0,234
1,256,10000,32,0,6636
1,256,10000,32,0,233
1,256,10000,32,0,9816
1,256,10000,32,0,241
1,256,10000,32,0,229
1,256,10000,32,0,313
1,256,10000,32,0,1109
1,256,10000,32,0,240
1,256,10000,32,0,475
1,256,10000,32,0,232
1,256,10000,32,0,1835
1,256,10000,32,0,239
1,256,10000,32,0,240
1,256,10000,32,0,228
1,256,10000,32,0,233
1,256,10000,32,0,239
1,256,10000,32,0,3587
1,256,10000,32,0,12070
1,256,10000,32,0,962
1,256,10000,32,0,310
1,256,10000,32,0,342
1,256,10000,32,0,286
1,256,10000,32,0,289
1,256,10000,32,0,6335
1,256,10000,32,0,250
1,256,10000,32,0,1633
1,256,10000,32,0,233
1,256,10000,32,0,237
1,256,10000,32,0,231
1,256,10000,32,0,235
1,256,10000,32,0,339
1,256,10000,32,0,10626
1,256,10000,32,0,4206
1,256,10000,32,0,234
1,256,10000,32,0,244
1,256,10000,32,0,234
1,256,10000,32,0,234
1,256,10000,32,0,232
1,256,10000,32,0,238
1,256,10000,32,0,238
1,256,1000,32,0,43
1,256,1000,32,0,2154879
1,256,1000,32,0,273
1,256,1000,32,0,294
1,256,1000,32,0,2437
