getter,peers,micros,payload,delay
1,100,1000,32,215
1,100,1000,32,36
1,100,1000,32,37
1,100,1000,32,40
1,100,1000,32,40
1,100,1000,32,39
1,100,1000,32,36
1,100,1000,32,34
1,100,1000,32,37
1,100,1000,32,34
1,100,1000,32,41
1,100,1000,32,37
1,100,1000,32,41
1,100,1000,32,35
1,100,1000,32,35
1,100,1000,32,34
1,100,1000,32,38
1,100,1000,32,36
1,100,1000,32,37
1,100,1000,32,34
1,100,1000,32,46
1,100,1000,32,38
1,100,1000,32,36
1,100,1000,32,36
1,100,1000,32,37
1,100,1000,32,37
1,100,1000,32,37
1,100,1000,32,40
1,100,1000,32,37
1,100,1000,32,41
1,100,1000,32,39
1,100,1000,32,38
1,100,1000,32,34
1,100,1000,32,36
1,100,1000,32,37
1,100,1000,32,36
1,100,1000,32,40
1,100,1000,32,37
1,100,1000,32,34
1,100,1000,32,36
1,100,1000,32,36
1,100,1000,32,35
1,100,1000,32,34
1,100,1000,32,34
1,100,1000,32,33
1,100,1000,32,37
1,100,1000,32,36
1,100,1000,32,36
1,100,1000,32,37
1,100,1000,32,36
1,100,1000,32,36
1,100,1000,32,33
1,100,1000,32,40
1,100,1000,32,33
1,100,1000,32,36
1,100,1000,32,39
1,100,1000,32,36
1,100,1000,32,33
1,100,1000,32,37
1,100,1000,32,35
1,100,1000,32,34
1,100,1000,32,38
1,100,1000,32,37
1,100,1000,32,35
1,100,1000,32,34
1,100,1000,32,34
1,100,1000,32,34
1,100,1000,32,33
1,100,1000,32,36
1,100,1000,32,39
1,100,1000,32,35
1,100,1000,32,34
1,100,1000,32,37
1,100,1000,32,33
1,100,1000,32,37
1,100,1000,32,38
1,100,1000,32,36
1,100,1000,32,35
1,100,1000,32,38
1,100,1000,32,34
1,100,1000,32,36
1,100,1000,32,35
1,100,1000,32,37
1,100,1000,32,37
1,100,1000,32,39
1,100,1000,32,37
1,100,1000,32,38
1,100,1000,32,33
1,100,1000,32,40
1,100,1000,32,35
1,100,1000,32,33
1,100,1000,32,37
1,100,1000,32,35
1,100,1000,32,34
1,100,1000,32,38
1,100,1000,32,35
1,100,1000,32,35
1,100,1000,32,38
1,100,1000,32,34
1,100,1000,32,33
1,100,1000,32,36
1,100,1000,32,38
1,100,1000,32,38
1,100,1000,32,35
1,100,1000,32,34
1,100,1000,32,34
1,100,1000,32,34
1,100,1000,32,37
1,100,1000,32,35
1,100,1000,32,36
1,100,1000,32,37
1,100,1000,32,40
1,100,1000,32,35
1,100,1000,32,33
1,100,1000,32,36
1,100,1000,32,38
1,100,1000,32,33
1,100,1000,32,40
1,100,1000,32,35
1,100,1000,32,36
1,100,1000,32,35
1,100,1000,32,37
1,100,1000,32,34
1,100,1000,32,34
1,100,1000,32,35
1,100,1000,32,37
1,100,1000,32,35
1,100,1000,32,37
1,100,1000,32,34
1,100,1000,32,34
1,100,1000,32,37
1,100,1000,32,35
1,100,1000,32,35
1,100,1000,32,36
1,100,1000,32,35
1,100,1000,32,41
