getter,peers,micros,payload,delay
1,100,1000000,32,193
1,100,1000000,32,120
1,100,1000000,32,100
1,100,1000000,32,99
1,100,1000000,32,101
1,100,1000000,32,95
1,100,1000000,32,96
1,100,1000000,32,94
1,100,1000000,32,106
1,100,1000000,32,103
1,100,1000000,32,95
1,100,1000000,32,101
1,100,1000000,32,103
1,100,1000000,32,93
1,100,1000000,32,91
1,100,1000000,32,90
1,100,1000000,32,101
1,100,1000000,32,101
1,100,1000000,32,100
1,100,1000000,32,96
1,100,1000000,32,97
1,100,1000000,32,89
1,100,1000000,32,98
1,100,1000000,32,91
1,100,1000000,32,92
1,100,1000000,32,93
1,100,1000000,32,92
1,100,1000000,32,93
1,100,1000000,32,95
1,100,1000000,32,88
1,100,1000000,32,90
1,100,1000000,32,90
1,100,1000000,32,105
1,100,1000000,32,91
1,100,1000000,32,92
1,100,1000000,32,91
1,100,1000000,32,91
1,100,1000000,32,89
