getter,peers,micros,payload,delay
1,100,10000,32,218
1,100,10000,32,46
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,42
1,100,10000,32,115
1,100,10000,32,106
1,100,10000,32,44
1,100,10000,32,105
1,100,10000,32,105
1,100,10000,32,43
1,100,10000,32,35
1,100,10000,32,34
1,100,10000,32,35
1,100,10000,32,32
1,100,10000,32,34
1,100,10000,32,32
1,100,10000,32,33
1,100,10000,32,107
1,100,10000,32,109
1,100,10000,32,44
1,100,10000,32,43
1,100,10000,32,107
1,100,10000,32,38
1,100,10000,32,35
1,100,10000,32,36
1,100,10000,32,33
1,100,10000,32,36
1,100,10000,32,37
1,100,10000,32,33
1,100,10000,32,36
1,100,10000,32,33
1,100,10000,32,32
1,100,10000,32,104
1,100,10000,32,35
1,100,10000,32,34
1,100,10000,32,35
1,100,10000,32,39
1,100,10000,32,106
1,100,10000,32,118
1,100,10000,32,38
1,100,10000,32,35
1,100,10000,32,35
1,100,10000,32,33
1,100,10000,32,33
1,100,10000,32,33
1,100,10000,32,36
1,100,10000,32,33
1,100,10000,32,32
1,100,10000,32,33
1,100,10000,32,37
1,100,10000,32,34
1,100,10000,32,33
1,100,10000,32,43
1,100,10000,32,104
1,100,10000,32,35
1,100,10000,32,39
1,100,10000,32,34
1,100,10000,32,35
1,100,10000,32,35
1,100,10000,32,33
1,100,10000,32,33
1,100,10000,32,33
1,100,10000,32,33
1,100,10000,32,34
1,100,10000,32,35
1,100,10000,32,33
1,100,10000,32,33
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,108
1,100,10000,32,38
1,100,10000,32,106
1,100,10000,32,34
1,100,10000,32,37
1,100,10000,32,35
1,100,10000,32,46
1,100,10000,32,56
1,100,10000,32,57
1,100,10000,32,60
1,100,10000,32,46
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,45
1,100,10000,32,42
1,100,10000,32,42
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,42
1,100,10000,32,43
1,100,10000,32,42
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,42
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,42
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,42
1,100,10000,32,42
1,100,10000,32,42
1,100,10000,32,42
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,107
1,100,10000,32,105
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,42
1,100,10000,32,102
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,42
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,84
1,100,10000,32,44
1,100,10000,32,34
1,100,10000,32,35
1,100,10000,32,72
1,100,10000,32,61
1,100,10000,32,43
1,100,10000,32,35
1,100,10000,32,34
1,100,10000,32,34
1,100,10000,32,34
1,100,10000,32,35
1,100,10000,32,34
1,100,10000,32,34
1,100,10000,32,34
1,100,10000,32,34
1,100,10000,32,37
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,44
1,100,10000,32,43
1,100,10000,32,44
1,100,10000,32,43
1,100,10000,32,44
1,100,10000,32,43
1,100,10000,32,42
1,100,10000,32,43
1,100,10000,32,43
1,100,10000,32,43
