getter,peers,micros,payload,rcv_flag,span
1,256,1000000,32,0,105
1,256,1000000,32,0,60
1,256,1000000,32,0,81
1,256,1000000,32,0,70
1,256,1000000,32,0,80
1,256,1000000,32,0,54
1,256,1000000,32,0,54
1,256,1000000,32,0,70
1,256,1000000,32,0,72
1,256,1000000,32,0,133
1,256,1000000,32,0,90
1,256,1000000,32,0,98
1,256,1000000,32,0,66
1,256,1000000,32,0,74
1,256,1000000,32,0,68
1,256,1000000,32,0,64
1,256,1000000,32,0,72
1,256,1000000,32,0,68
1,256,1000000,32,0,94
1,256,1000000,32,0,89
1,256,1000000,32,0,68
1,256,1000000,32,0,60
1,256,1000000,32,0,62
1,256,1000000,32,0,63
1,256,1000000,32,0,68
1,256,1000000,32,0,66
1,256,1000000,32,0,93
1,256,1000000,32,0,102
1,256,1000000,32,0,63
1,256,1000000,32,0,65
1,256,1000000,32,0,59
1,256,1000000,32,0,67
1,256,1000000,32,0,68
1,256,1000000,32,0,80
1,256,1000000,32,0,66
1,256,1000000,32,0,64
1,256,1000000,32,0,64
1,256,1000000,32,0,64
1,256,1000000,32,0,65
1,256,1000000,32,0,77
1,256,1000000,32,0,80
1,256,1000000,32,0,65
1,256,1000000,32,0,99
1,256,1000000,32,0,90
1,256,1000000,32,0,67
1,256,1000000,32,0,67
1,256,1000000,32,0,63
1,256,1000000,32,0,71
1,256,1000000,32,0,67
1,256,1000000,32,0,67
1,256,1000000,32,0,68
1,256,1000000,32,0,106
1,256,1000000,32,0,100
1,256,1000000,32,0,104
1,256,1000000,32,0,84
1,256,1000000,32,0,60
1,256,1000000,32,0,66
1,256,1000000,32,0,67
1,256,1000000,32,0,61
1,256,1000000,32,0,59
1,256,1000000,32,0,72
1,256,1000000,32,0,70
1,256,1000000,32,0,69
1,256,1000000,32,0,72
1,256,1000000,32,0,67
1,256,1000000,32,0,69
1,256,1000000,32,0,61
1,256,1000000,32,0,65
1,256,1000000,32,0,70
1,256,1000000,32,0,67
1,256,1000000,32,0,63
1,256,1000000,32,0,66
1,256,1000000,32,0,65
1,256,1000000,32,0,60
1,256,1000000,32,0,90
1,256,1000000,32,0,73
1,256,1000000,32,0,74
1,256,1000000,32,0,89
1,256,1000000,32,0,85
1,256,1000000,32,0,72
1,256,1000000,32,0,95
1,256,1000000,32,0,60
1,256,1000000,32,0,69
1,256,1000000,32,0,60
1,256,1000000,32,0,69
1,256,1000000,32,0,59
1,256,1000000,32,0,67
1,256,1000000,32,0,94
1,256,1000000,32,0,75
1,256,1000000,32,0,64
1,256,1000000,32,0,91
1,256,1000000,32,0,89
1,256,1000000,32,0,78
1,256,1000000,32,0,72
1,256,1000000,32,0,67
1,256,1000000,32,0,65
1,256,1000000,32,0,69
1,256,1000000,32,0,70
1,256,1000000,32,0,90
1,256,1000000,32,0,105
1,256,1000000,32,0,88
1,256,1000000,32,0,86
1,256,1000000,32,0,65
1,256,1000000,32,0,63
1,256,1000000,32,0,73
1,256,1000000,32,0,67
1,256,1000000,32,0,98
1,256,1000000,32,0,69
1,256,1000000,32,0,57
1,256,1000000,32,0,59
1,256,1000000,32,0,58
1,256,1000000,32,0,54
1,256,1000000,32,0,65
1,256,1000000,32,0,64
1,256,1000000,32,0,65
1,256,1000000,32,0,59
1,256,1000000,32,0,74
1,256,1000000,32,0,71
1,256,1000000,32,0,66
1,256,1000000,32,0,69
1,256,1000000,32,0,67
1,256,1000000,32,0,59
1,256,1000000,32,0,67
1,256,1000000,32,0,64
1,256,1000000,32,0,89
1,256,1000000,32,0,78
1,256,1000000,32,0,67
1,256,1000000,32,0,67
1,256,1000000,32,0,69
1,256,1000000,32,0,72
1,256,1000000,32,0,69
1,256,1000000,32,0,89
1,256,1000000,32,0,69
1,256,1000000,32,0,91
1,256,1000000,32,0,70
1,256,1000000,32,0,68
1,256,1000000,32,0,134
1,256,1000000,32,0,80
1,256,1000000,32,0,86
1,256,1000000,32,0,65
1,256,1000000,32,0,61
1,256,1000000,32,0,66
1,256,1000000,32,0,56
1,256,1000000,32,0,55
1,256,1000000,32,0,64
1,256,1000000,32,0,67
1,256,1000000,32,0,72
1,256,1000000,32,0,117
1,256,1000000,32,0,66
1,256,1000000,32,0,95
1,256,1000000,32,0,60
1,256,1000000,32,0,73
1,256,1000000,32,0,65
1,256,1000000,32,0,63
1,256,1000000,32,0,159
1,256,1000000,32,0,92
1,256,1000000,32,0,86
1,256,1000000,32,0,89
1,256,1000000,32,0,86
1,256,1000000,32,0,96
1,256,1000000,32,0,87
1,256,1000000,32,0,71
1,256,1000000,32,0,77
1,256,1000000,32,0,118
1,256,1000000,32,0,87
1,256,1000000,32,0,88
1,256,1000000,32,0,77
1,256,1000000,32,0,73
1,256,1000000,32,0,81
1,256,1000000,32,0,67
1,256,1000000,32,0,63
1,256,1000000,32,0,61
1,256,1000000,32,0,66
