getter,peers,micros,payload,rcv_flag,span
1,16,1000000,32,0,7
1,16,1000000,32,0,6
1,16,1000000,32,0,8
1,16,1000000,32,0,6
1,16,1000000,32,0,6
1,16,1000000,32,0,8
1,16,1000000,32,0,5
1,16,1000000,32,0,5
1,16,1000000,32,0,5
1,16,100000,32,0,8
1,16,100000,32,0,4
1,16,100000,32,0,6
1,16,100000,32,0,5
1,16,100000,32,0,4
1,16,100000,32,0,6
1,16,100000,32,0,5
1,16,100000,32,0,5
1,16,100000,32,0,5
1,16,100000,32,0,6
1,16,100000,32,0,5
1,16,100000,32,0,6
1,16,100000,32,0,6
1,16,100000,32,0,6
1,16,100000,32,0,6
1,16,100000,32,0,6
1,16,100000,32,0,5
1,16,100000,32,0,7
1,16,100000,32,0,4
1,16,100000,32,0,6
1,16,100000,32,0,5
1,16,100000,32,0,5
1,16,100000,32,0,4
1,16,100000,32,0,5
1,16,100000,32,0,4
1,16,100000,32,0,5
1,16,100000,32,0,5
1,16,100000,32,0,6
1,16,100000,32,0,6
1,16,100000,32,0,6
1,16,100000,32,0,5
1,16,100000,32,0,5
1,16,100000,32,0,5
1,16,100000,32,0,6
1,16,100000,32,0,7
1,16,100000,32,0,10
1,16,100000,32,0,5
1,16,100000,32,0,6
1,16,100000,32,0,8
1,16,100000,32,0,7
1,16,100000,32,0,6
1,16,100000,32,0,5
1,16,100000,32,0,8
1,16,100000,32,0,6
1,16,100000,32,0,6
1,16,100000,32,0,5
1,16,100000,32,0,8
1,16,100000,32,0,5
1,16,100000,32,0,4
1,16,100000,32,0,5
1,16,100000,32,0,8
1,16,100000,32,0,6
1,16,100000,32,0,5
1,16,100000,32,0,5
1,16,100000,32,0,4
1,16,100000,32,0,8
1,16,100000,32,0,10
1,16,100000,32,0,6
1,16,100000,32,0,6
1,16,100000,32,0,8
1,16,100000,32,0,4
1,16,100000,32,0,8
1,16,100000,32,0,8
1,16,100000,32,0,8
1,16,100000,32,0,6
1,16,100000,32,0,6
1,16,100000,32,0,6
1,16,100000,32,0,5
1,16,100000,32,0,5
1,16,100000,32,0,6
1,16,100000,32,0,5
1,16,100000,32,0,5
1,16,100000,32,0,5
1,16,100000,32,0,6
1,16,100000,32,0,6
1,16,100000,32,0,5
1,16,100000,32,0,7
1,16,100000,32,0,5
1,16,100000,32,0,6
1,16,100000,32,0,6
1,16,100000,32,0,6
1,16,100000,32,0,5
1,16,100000,32,0,6
1,16,100000,32,0,5
1,16,100000,32,0,4
1,16,100000,32,0,4
1,16,100000,32,0,6
1,16,100000,32,0,7
1,16,100000,32,0,5
1,16,100000,32,0,6
1,16,100000,32,0,4
1,16,100000,32,0,5
1,16,100000,32,0,3
1,16,10000,32,0,8
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,3
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,7
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,7
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,3
1,16,10000,32,0,4
1,16,10000,32,0,6
1,16,10000,32,0,6
1,16,10000,32,0,7
1,16,10000,32,0,6
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,8
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,3
1,16,10000,32,0,4
1,16,10000,32,0,6
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,3
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,6
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,6
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,6
1,16,10000,32,0,6
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,6
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,7
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,3
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,3
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,8
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,6
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,6
1,16,10000,32,0,5
1,16,10000,32,0,6
1,16,10000,32,0,7
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,6
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,3
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,4
1,16,10000,32,0,5
1,16,10000,32,0,4
1,16,10000,32,0,3
1,16,10000,32,0,3
1,16,10000,32,0,4
1,16,10000,32,0,4
