getter,peers,micros,payload,rcv_flag,span
1,64,1000000,32,0,29
1,64,1000000,32,0,31
1,64,1000000,32,0,27
1,64,1000000,32,0,33
1,64,1000000,32,0,36
1,64,1000000,32,0,34
1,64,1000000,32,0,39
1,64,1000000,32,0,30
1,64,1000000,32,0,29
1,64,100000,32,0,308
1,64,100000,32,0,41
1,64,100000,32,0,363
1,64,100000,32,0,816
1,64,100000,32,0,51
1,64,100000,32,0,31
1,64,100000,32,0,256
1,64,100000,32,0,32
1,64,100000,32,0,29
1,64,100000,32,0,32
1,64,100000,32,0,32
1,64,100000,32,0,285
1,64,100000,32,0,504
1,64,100000,32,0,217
1,64,100000,32,0,29
1,64,100000,32,0,31
1,64,100000,32,0,26
1,64,100000,32,0,45
1,64,100000,32,0,33
1,64,100000,32,0,35
1,64,100000,32,0,433
1,64,100000,32,0,31
1,64,100000,32,0,34
1,64,100000,32,0,760
1,64,100000,32,0,290
1,64,100000,32,0,508
1,64,100000,32,0,104
1,64,100000,32,0,52
1,64,100000,32,0,39
1,64,100000,32,0,40
1,64,100000,32,0,191
1,64,100000,32,0,154
1,64,100000,32,0,627
1,64,100000,32,0,32
1,64,100000,32,0,106
1,64,100000,32,0,31
1,64,100000,32,0,34
1,64,100000,32,0,33
1,64,100000,32,0,101
1,64,100000,32,0,350
1,64,100000,32,0,30
1,64,100000,32,0,45
1,64,100000,32,0,1504
1,64,100000,32,0,889
1,64,100000,32,0,152
1,64,100000,32,0,47
1,64,100000,32,0,32
1,64,100000,32,0,178
1,64,100000,32,0,44
1,64,100000,32,0,203
1,64,100000,32,0,28
1,64,100000,32,0,419
1,64,100000,32,0,115
1,64,100000,32,0,285
1,64,100000,32,0,101
1,64,100000,32,0,227
1,64,100000,32,0,105
1,64,100000,32,0,36
1,64,100000,32,0,33
1,64,100000,32,0,32
1,64,100000,32,0,390
1,64,100000,32,0,34
1,64,100000,32,0,31
1,64,100000,32,0,28
1,64,100000,32,0,33
1,64,100000,32,0,31
1,64,100000,32,0,225
1,64,100000,32,0,85
1,64,100000,32,0,1027
1,64,100000,32,0,125
1,64,100000,32,0,31
1,64,100000,32,0,38
1,64,100000,32,0,34
1,64,100000,32,0,27
1,64,100000,32,0,31
1,64,100000,32,0,28
1,64,100000,32,0,26
1,64,100000,32,0,41
1,64,100000,32,0,93
1,64,100000,32,0,143
1,64,100000,32,0,42
1,64,100000,32,0,880
1,64,100000,32,0,30
1,64,100000,32,0,42
1,64,100000,32,0,61
1,64,100000,32,0,66
1,64,100000,32,0,153
1,64,100000,32,0,26
1,64,100000,32,0,48
1,64,100000,32,0,29
1,64,100000,32,0,31
1,64,10000,32,0,414
1,64,10000,32,0,272
1,64,10000,32,0,46
1,64,10000,32,0,55
1,64,10000,32,0,42
1,64,10000,32,0,863
1,64,10000,32,0,33
1,64,10000,32,0,31
1,64,10000,32,0,1197
1,64,10000,32,0,421
1,64,10000,32,0,29
1,64,10000,32,0,993
1,64,10000,32,0,33
1,64,10000,32,0,108
1,64,10000,32,0,30
1,64,10000,32,0,890
1,64,10000,32,0,104
1,64,10000,32,0,379
1,64,10000,32,0,856
1,64,10000,32,0,41
1,64,10000,32,0,50
1,64,10000,32,0,635
1,64,10000,32,0,257
1,64,10000,32,0,28
1,64,10000,32,0,32
1,64,10000,32,0,147
1,64,10000,32,0,47
1,64,10000,32,0,261
1,64,10000,32,0,291
1,64,10000,32,0,209
1,64,10000,32,0,31
1,64,10000,32,0,30
1,64,10000,32,0,32
1,64,10000,32,0,30
1,64,10000,32,0,1225
1,64,10000,32,0,632
