getter,peers,micros,payload,rcv_flag,span
1,256,1000000,32,0,107
1,256,1000000,32,0,4595
1,256,1000000,32,0,3043
1,256,1000000,32,0,5045
1,256,1000000,32,0,105
1,256,1000000,32,0,228
1,256,1000000,32,0,99
1,256,1000000,32,0,3717
1,256,1000000,32,0,99
1,256,100000,32,0,2274917
1,256,100000,32,0,857
1,256,100000,32,0,865
1,256,100000,32,0,1291
1,256,100000,32,0,109
1,256,100000,32,0,7709
1,256,100000,32,0,349
1,256,100000,32,0,1652
1,256,100000,32,0,1973
1,256,100000,32,0,879
1,256,100000,32,0,340
1,256,100000,32,0,3548
1,256,100000,32,0,475
1,256,100000,32,0,6388
1,256,100000,32,0,1850
1,256,100000,32,0,538
1,256,100000,32,0,103
1,256,100000,32,0,106
1,256,100000,32,0,108
1,256,100000,32,0,10400
1,256,100000,32,0,169
1,256,100000,32,0,114
1,256,100000,32,0,2192
1,256,100000,32,0,108
1,256,100000,32,0,108
1,256,100000,32,0,110
1,256,100000,32,0,430
1,256,100000,32,0,7129
1,256,100000,32,0,102
1,256,100000,32,0,1210
1,256,100000,32,0,165
1,256,100000,32,0,8695
1,256,100000,32,0,106
1,256,100000,32,0,124
1,256,100000,32,0,213
1,256,100000,32,0,106
1,256,100000,32,0,108
1,256,100000,32,0,108
1,256,100000,32,0,106
1,256,100000,32,0,105
1,256,100000,32,0,108
1,256,100000,32,0,1820
1,256,100000,32,0,2390
1,256,100000,32,0,103
1,256,100000,32,0,537
1,256,100000,32,0,107
1,256,100000,32,0,8367
1,256,100000,32,0,1946
1,256,100000,32,0,111
1,256,100000,32,0,3897
1,256,100000,32,0,347
1,256,100000,32,0,5740
1,256,100000,32,0,9003
1,256,100000,32,0,196
1,256,10000,32,0,957589
1,256,10000,32,0,1038008
1,256,10000,32,0,113
1,256,10000,32,0,122
1,256,10000,32,0,179
1,256,10000,32,0,122
1,256,10000,32,0,119
1,256,10000,32,0,4981
1,256,10000,32,0,126
1,256,10000,32,0,2701
1,256,10000,32,0,125
1,256,10000,32,0,523
1,256,10000,32,0,939
1,256,10000,32,0,126
1,256,10000,32,0,1548
1,256,10000,32,0,115
1,256,10000,32,0,380
1,256,10000,32,0,105
1,256,10000,32,0,1043
1,256,10000,32,0,3726
1,256,10000,32,0,103
1,256,10000,32,0,108
1,256,10000,32,0,1634
1,256,10000,32,0,3056
1,256,10000,32,0,109
1,256,10000,32,0,10814
1,256,10000,32,0,110
1,256,10000,32,0,1264
1,256,10000,32,0,1098
1,256,10000,32,0,1509
1,256,10000,32,0,836
1,256,10000,32,0,922
1,256,10000,32,0,110
1,256,10000,32,0,112
1,256,10000,32,0,1391
1,256,10000,32,0,112
1,256,10000,32,0,624
1,256,10000,32,0,110
1,256,10000,32,0,107
1,256,10000,32,0,112
1,256,10000,32,0,281
1,256,10000,32,0,107
1,256,10000,32,0,110
1,256,10000,32,0,4528
1,256,10000,32,0,169
1,256,10000,32,0,9809
1,256,10000,32,0,591
1,256,10000,32,0,117
1,256,10000,32,0,1067
1,256,10000,32,0,201
1,256,10000,32,0,188
1,256,10000,32,0,1043
1,256,10000,32,0,118
1,256,10000,32,0,112
1,256,10000,32,0,6836
1,256,10000,32,0,12112
1,256,10000,32,0,113
1,256,10000,32,0,3109
1,256,10000,32,0,114
1,256,10000,32,0,8422
1,256,10000,32,0,4177
1,256,10000,32,0,1695
1,256,10000,32,0,111
1,256,10000,32,0,11335
1,256,10000,32,0,609
1,256,10000,32,0,1629
1,256,10000,32,0,2661
1,256,10000,32,0,12050
1,256,10000,32,0,116
1,256,10000,32,0,110
1,256,10000,32,0,638
1,256,10000,32,0,115
1,256,10000,32,0,311
1,256,10000,32,0,110
1,256,10000,32,0,568
1,256,10000,32,0,1881
1,256,10000,32,0,112
1,256,10000,32,0,419
1,256,10000,32,0,116
1,256,10000,32,0,111
1,256,10000,32,0,410
1,256,10000,32,0,2993
1,256,10000,32,0,106
1,256,10000,32,0,106
1,256,10000,32,0,110
1,256,10000,32,0,105
1,256,10000,32,0,112
1,256,10000,32,0,999
1,256,10000,32,0,117
1,256,10000,32,0,811
1,256,10000,32,0,760
1,256,10000,32,0,104
1,256,10000,32,0,109
1,256,10000,32,0,115
1,256,10000,32,0,127
1,256,10000,32,0,107
1,256,10000,32,0,132
1,256,10000,32,0,114
1,256,10000,32,0,108
1,256,10000,32,0,114
1,256,10000,32,0,141
1,256,10000,32,0,110
1,256,10000,32,0,857
1,256,10000,32,0,109
1,256,10000,32,0,140
1,256,10000,32,0,113
1,256,10000,32,0,108
1,256,10000,32,0,112
1,256,10000,32,0,10494
1,256,10000,32,0,125
1,256,10000,32,0,1772
1,256,10000,32,0,124
1,256,10000,32,0,1585
1,256,10000,32,0,948
1,256,10000,32,0,5381
1,256,10000,32,0,6840
1,256,10000,32,0,3898
1,256,10000,32,0,3677
1,256,10000,32,0,111
1,256,10000,32,0,11576
1,256,10000,32,0,112
1,256,10000,32,0,111
1,256,10000,32,0,106
1,256,10000,32,0,111
1,256,10000,32,0,113
1,256,10000,32,0,1198
1,256,10000,32,0,107
1,256,10000,32,0,224
1,256,10000,32,0,5251
1,256,10000,32,0,106
1,256,10000,32,0,113
1,256,10000,32,0,108
1,256,10000,32,0,709
1,256,10000,32,0,169
1,256,10000,32,0,175
1,256,10000,32,0,1178
1,256,10000,32,0,104
1,256,10000,32,0,113
1,256,10000,32,0,425
1,256,10000,32,0,269
1,256,10000,32,0,178
1,256,10000,32,0,1212
1,256,10000,32,0,117
1,256,10000,32,0,252
1,256,10000,32,0,111
1,256,10000,32,0,108
1,256,10000,32,0,431
1,256,10000,32,0,169
1,256,10000,32,0,192
1,256,10000,32,0,182
1,256,10000,32,0,188
1,256,10000,32,0,186
1,256,10000,32,0,1881
1,256,10000,32,0,189
1,256,10000,32,0,180
1,256,10000,32,0,177
1,256,10000,32,0,116
1,256,10000,32,0,188
1,256,10000,32,0,183
1,256,10000,32,0,188
1,256,10000,32,0,187
1,256,10000,32,0,181
1,256,10000,32,0,187
1,256,10000,32,0,167
1,256,10000,32,0,389
1,256,10000,32,0,330
1,256,10000,32,0,451
1,256,10000,32,0,107
1,256,10000,32,0,115
1,256,10000,32,0,123
1,256,10000,32,0,185
1,256,10000,32,0,111
1,256,10000,32,0,110
1,256,10000,32,0,110
1,256,10000,32,0,104
1,256,10000,32,0,114
1,256,10000,32,0,3542
1,256,1000,32,0,542802
1,256,1000,32,0,1305439
1,256,1000,32,0,10630
1,256,1000,32,0,104
