getter,peers,micros,payload,delay
100,100,1000000,32,204
100,100,1000000,32,227
100,100,1000000,32,187
100,100,1000000,32,218
100,100,1000000,32,217
100,100,1000000,32,201
100,100,1000000,32,177
100,100,1000000,32,197
100,100,1000000,32,200
100,100,1000000,32,209
100,100,1000000,32,187
100,100,1000000,32,194
100,100,1000000,32,190
100,100,1000000,32,201
100,100,1000000,32,197
100,100,1000000,32,207
100,100,1000000,32,222
100,100,1000000,32,185
100,100,1000000,32,201
100,100,1000000,32,194
100,100,1000000,32,198
100,100,1000000,32,224
100,100,1000000,32,195
100,100,1000000,32,180
100,100,1000000,32,184
100,100,1000000,32,213
100,100,1000000,32,203
100,100,1000000,32,218
100,100,1000000,32,230
100,100,1000000,32,217
100,100,1000000,32,188
100,100,1000000,32,175
100,100,1000000,32,191
100,100,1000000,32,184
100,100,1000000,32,214
100,100,1000000,32,238
100,100,1000000,32,182
100,100,1000000,32,172
100,100,1000000,32,192
100,100,1000000,32,210
100,100,1000000,32,193
100,100,1000000,32,195
100,100,1000000,32,197
100,100,1000000,32,203
100,100,1000000,32,206
100,100,1000000,32,193
100,100,1000000,32,209
100,100,1000000,32,205
100,100,1000000,32,193
100,100,1000000,32,196
100,100,1000000,32,197
100,100,1000000,32,184
100,100,1000000,32,182
100,100,1000000,32,198
100,100,1000000,32,182
100,100,1000000,32,179
100,100,1000000,32,199
100,100,1000000,32,217
100,100,1000000,32,207
100,100,1000000,32,218
100,100,1000000,32,234
100,100,1000000,32,239
100,100,1000000,32,227
100,100,1000000,32,198
100,100,1000000,32,194
100,100,1000000,32,211
100,100,1000000,32,179
100,100,1000000,32,180
100,100,1000000,32,198
100,100,1000000,32,198
100,100,1000000,32,175
100,100,1000000,32,200
100,100,1000000,32,187
100,100,1000000,32,199
100,100,1000000,32,207
100,100,1000000,32,173
100,100,1000000,32,197
100,100,1000000,32,184
100,100,1000000,32,195
100,100,1000000,32,220
100,100,1000000,32,182
100,100,1000000,32,217
100,100,1000000,32,207
100,100,1000000,32,200
100,100,1000000,32,199
100,100,1000000,32,181
100,100,1000000,32,185
100,100,1000000,32,209
100,100,1000000,32,193
100,100,1000000,32,205
100,100,1000000,32,201
100,100,1000000,32,189
100,100,1000000,32,223
100,100,1000000,32,228
100,100,1000000,32,189
100,100,1000000,32,191
100,100,1000000,32,185
100,100,1000000,32,212
100,100,1000000,32,223
100,100,1000000,32,102
100,100,1000000,32,102
100,100,1000000,32,105
100,100,1000000,32,93
100,100,1000000,32,93
100,100,1000000,32,105
100,100,1000000,32,104
100,100,1000000,32,97
100,100,1000000,32,108
100,100,1000000,32,103
100,100,1000000,0,92
100,100,1000000,32,95
100,100,1000000,32,105
100,100,1000000,32,98
100,100,1000000,32,113
100,100,1000000,32,105
100,100,1000000,32,103
100,100,1000000,32,116
100,100,1000000,32,142
100,100,1000000,32,107
