getter,peers,micros,payload,delay
100,100,100000,32,187
100,100,100000,32,258
100,100,100000,32,257
100,100,100000,32,209
100,100,100000,32,171
100,100,100000,32,222
100,100,100000,32,213
100,100,100000,32,216
100,100,100000,32,217
100,100,100000,32,179
100,100,100000,32,187
100,100,100000,32,178
100,100,100000,32,177
100,100,100000,32,176
100,100,100000,32,173
100,100,100000,32,183
100,100,100000,32,179
100,100,100000,32,179
100,100,100000,32,191
100,100,100000,32,179
100,100,100000,32,183
100,100,100000,32,190
100,100,100000,32,174
100,100,100000,32,178
100,100,100000,32,179
100,100,100000,32,177
100,100,100000,32,178
100,100,100000,32,175
100,100,100000,32,182
100,100,100000,32,209
100,100,100000,32,211
100,100,100000,32,172
100,100,100000,32,189
100,100,100000,32,180
100,100,100000,32,191
100,100,100000,32,185
100,100,100000,32,177
100,100,100000,32,175
100,100,100000,32,187
100,100,100000,32,186
100,100,100000,32,175
100,100,100000,32,179
100,100,100000,32,184
100,100,100000,32,179
100,100,100000,32,193
100,100,100000,32,205
100,100,100000,32,206
100,100,100000,32,195
100,100,100000,32,194
100,100,100000,32,193
100,100,100000,32,250
100,100,100000,32,252
100,100,100000,32,194
100,100,100000,32,192
100,100,100000,32,177
100,100,100000,32,170
100,100,100000,32,183
100,100,100000,32,185
100,100,100000,32,173
100,100,100000,32,179
100,100,100000,32,178
100,100,100000,32,177
100,100,100000,32,212
100,100,100000,32,226
100,100,100000,32,228
100,100,100000,32,231
100,100,100000,32,194
100,100,100000,32,177
100,100,100000,32,193
100,100,100000,32,186
100,100,100000,32,182
100,100,100000,32,171
100,100,100000,32,173
100,100,100000,32,169
100,100,100000,32,184
100,100,100000,32,182
100,100,100000,32,175
100,100,100000,32,175
100,100,100000,32,179
100,100,100000,32,176
100,100,100000,32,177
100,100,100000,32,180
100,100,100000,32,189
100,100,100000,32,225
100,100,100000,32,238
100,100,100000,32,189
100,100,100000,32,226
100,100,100000,32,188
100,100,100000,32,191
100,100,100000,32,168
100,100,100000,32,182
100,100,100000,32,171
100,100,100000,32,178
100,100,100000,32,172
100,100,100000,32,169
100,100,100000,32,184
100,100,100000,32,178
100,100,100000,32,169
100,100,100000,32,182
100,100,100000,32,87
100,100,100000,32,99
100,100,100000,32,123
100,100,100000,32,120
100,100,100000,32,138
100,100,100000,32,96
100,100,100000,32,110
100,100,100000,32,108
100,100,100000,32,106
100,100,100000,32,117
100,100,100000,32,128
100,100,100000,32,111
100,100,100000,32,96
100,100,100000,32,97
100,100,100000,32,92
100,100,100000,32,91
100,100,100000,32,98
100,100,100000,32,93
100,100,100000,32,100
100,100,100000,32,114
100,100,100000,32,97
100,100,100000,32,104
100,100,100000,32,100
100,100,100000,32,97
100,100,100000,32,99
100,100,100000,32,100
100,100,100000,32,95
100,100,100000,32,102
100,100,100000,32,107
100,100,100000,32,100
100,100,100000,32,112
100,100,100000,32,113
100,100,100000,32,97
100,100,100000,32,97
100,100,100000,32,117
100,100,100000,32,108
100,100,100000,32,108
100,100,100000,32,98
100,100,100000,32,101
100,100,100000,32,96
100,100,100000,32,104
100,100,100000,32,98
100,100,100000,32,103
100,100,100000,32,96
100,100,100000,32,103
100,100,100000,32,104
100,100,100000,32,119
100,100,100000,32,107
100,100,100000,32,117
100,100,100000,32,139
100,100,100000,32,104
100,100,100000,32,129
100,100,100000,32,158
100,100,100000,32,107
100,100,100000,32,122
100,100,100000,32,103
100,100,100000,32,94
100,100,100000,32,103
100,100,100000,32,107
100,100,100000,32,97
100,100,100000,32,96
100,100,100000,32,101
100,100,100000,32,112
100,100,100000,32,134
100,100,100000,32,96
100,100,100000,32,123
100,100,100000,32,127
100,100,100000,32,106
100,100,100000,32,95
100,100,100000,32,109
100,100,100000,32,107
100,100,100000,32,88
100,100,100000,32,103
100,100,100000,32,98
100,100,100000,32,92
100,100,100000,32,97
100,100,100000,32,109
100,100,100000,32,101
100,100,100000,32,105
100,100,100000,32,102
100,100,100000,32,94
100,100,100000,32,93
100,100,100000,32,108
100,100,100000,32,100
100,100,100000,32,116
100,100,100000,32,135
100,100,100000,32,130
100,100,100000,32,142
100,100,100000,32,108
100,100,100000,32,120
100,100,100000,32,102
100,100,100000,32,95
100,100,100000,32,96
100,100,100000,32,104
100,100,100000,32,92
100,100,100000,32,99
100,100,100000,32,97
100,100,100000,32,97
100,100,100000,32,96
100,100,100000,32,102
100,100,100000,32,87
100,100,100000,32,114
100,100,100000,32,106
100,100,100000,32,117
100,100,100000,32,142
100,100,100000,32,94
100,100,100000,32,103
100,100,100000,32,104
100,100,100000,32,109
100,100,100000,32,104
100,100,100000,32,137
100,100,100000,32,116
100,100,100000,32,95
100,100,100000,32,107
100,100,100000,32,91
100,100,100000,32,95
100,100,100000,32,102
100,100,100000,32,94
100,100,100000,32,101
100,100,100000,32,102
100,100,100000,32,93
100,100,100000,32,100
100,100,100000,32,101
100,100,100000,32,99
100,100,100000,32,97
100,100,100000,32,96
100,100,100000,32,97
100,100,100000,32,94
100,100,100000,32,108
100,100,100000,32,99
100,100,100000,32,112
100,100,100000,32,110
100,100,100000,32,98
100,100,100000,32,96
100,100,100000,32,115
100,100,100000,32,106
100,100,100000,32,110
100,100,100000,32,96
100,100,100000,32,99
100,100,100000,32,94
100,100,100000,32,99
100,100,100000,32,97
100,100,100000,32,102
100,100,100000,32,105
100,100,100000,32,105
100,100,100000,32,92
100,100,100000,32,120
100,100,100000,32,108
100,100,100000,32,124
100,100,100000,32,129
100,100,100000,32,132
100,100,100000,32,140
100,100,100000,32,151
100,100,100000,32,119
100,100,100000,32,140
100,100,100000,32,98
100,100,100000,32,96
100,100,100000,32,101
100,100,100000,32,105
100,100,100000,32,94
100,100,100000,32,95
100,100,100000,32,101
100,100,100000,32,122
100,100,100000,32,106
100,100,100000,32,124
100,100,100000,32,111
100,100,100000,32,133
100,100,100000,32,94
100,100,100000,32,109
100,100,100000,32,102
100,100,100000,32,109
100,100,100000,32,90
100,100,100000,32,103
100,100,100000,32,91
100,100,100000,32,92
100,100,100000,32,96
100,100,100000,32,99
100,100,100000,32,107
100,100,100000,32,101
100,100,100000,32,99
100,100,100000,32,95
100,100,100000,32,92
100,100,100000,32,106
100,100,100000,32,105
100,100,100000,32,108
100,100,100000,32,119
100,100,100000,32,131
100,100,100000,32,132
100,100,100000,32,123
100,100,100000,32,108
