getter,peers,micros,payload,delay
50,100,10000,32,223
50,100,10000,32,232
50,100,10000,32,267
50,100,10000,32,249
50,100,10000,32,282
50,100,10000,32,300
50,100,10000,32,205
50,100,10000,32,193
50,100,10000,32,195
50,100,10000,32,194
50,100,10000,32,173
50,100,10000,32,180
50,100,10000,32,173
50,100,10000,32,177
50,100,10000,32,183
50,100,10000,32,171
50,100,10000,0,205
50,100,10000,32,180
50,100,10000,32,190
50,100,10000,32,228
50,100,10000,32,178
50,100,10000,32,170
50,100,10000,32,181
50,100,10000,32,177
50,100,10000,32,194
50,100,10000,32,104
50,100,10000,32,93
50,100,10000,32,116
50,100,10000,32,81
50,100,10000,32,91
50,100,10000,32,114
50,100,10000,32,122
50,100,10000,32,83
50,100,10000,32,195
50,100,10000,32,190
50,100,10000,32,96
50,100,10000,32,102
50,100,10000,32,197
50,100,10000,32,101
50,100,10000,32,183
50,100,10000,32,176
50,100,10000,32,88
50,100,10000,32,89
50,100,10000,32,81
50,100,10000,32,179
50,100,10000,32,87
50,100,10000,32,85
50,100,10000,32,89
50,100,10000,32,197
50,100,10000,32,185
50,100,10000,32,200
50,100,10000,32,121
50,100,10000,32,236
50,100,10000,32,230
50,100,10000,32,241
50,100,10000,32,204
50,100,10000,32,142
50,100,10000,32,145
50,100,10000,32,137
50,100,10000,32,232
50,100,10000,32,178
50,100,10000,32,106
50,100,10000,32,104
50,100,10000,32,102
50,100,10000,32,177
50,100,10000,32,190
50,100,10000,32,101
50,100,10000,32,98
50,100,10000,32,91
50,100,10000,32,100
50,100,10000,32,96
50,100,10000,32,130
50,100,10000,32,139
50,100,10000,32,125
50,100,10000,32,127
50,100,10000,32,234
50,100,10000,32,117
50,100,10000,32,116
50,100,10000,32,123
50,100,10000,32,107
50,100,10000,32,114
50,100,10000,32,199
50,100,10000,32,126
50,100,10000,32,120
50,100,10000,32,103
50,100,10000,32,175
50,100,10000,32,95
50,100,10000,32,196
50,100,10000,32,182
50,100,10000,32,94
50,100,10000,32,98
50,100,10000,32,181
50,100,10000,32,91
50,100,10000,32,97
50,100,10000,32,170
50,100,10000,32,103
50,100,10000,32,106
50,100,10000,32,111
50,100,10000,32,97
50,100,10000,32,106
50,100,10000,32,113
50,100,10000,32,123
50,100,10000,32,118
50,100,10000,32,117
50,100,10000,32,139
50,100,10000,32,128
50,100,10000,32,134
50,100,10000,32,132
50,100,10000,32,131
50,100,10000,32,141
50,100,10000,32,99
50,100,10000,32,101
50,100,10000,32,105
50,100,10000,32,101
50,100,10000,32,109
50,100,10000,32,108
50,100,10000,32,102
50,100,10000,32,95
50,100,10000,32,92
50,100,10000,32,98
50,100,10000,32,99
50,100,10000,32,125
50,100,10000,32,125
50,100,10000,32,106
50,100,10000,32,119
50,100,10000,32,113
50,100,10000,32,119
50,100,10000,32,124
50,100,10000,32,117
50,100,10000,32,114
50,100,10000,32,116
50,100,10000,32,120
50,100,10000,32,121
50,100,10000,32,121
50,100,10000,32,92
50,100,10000,32,91
50,100,10000,32,95
50,100,10000,32,97
50,100,10000,32,104
50,100,10000,32,96
50,100,10000,32,96
50,100,10000,32,102
50,100,10000,32,89
50,100,10000,32,92
50,100,10000,32,89
50,100,10000,32,101
50,100,10000,32,110
50,100,10000,32,102
50,100,10000,0,120
50,100,10000,32,108
50,100,10000,32,96
50,100,10000,32,123
50,100,10000,32,100
50,100,10000,32,121
50,100,10000,32,122
50,100,10000,32,125
50,100,10000,32,128
50,100,10000,32,128
50,100,10000,32,121
50,100,10000,32,123
50,100,10000,32,107
50,100,10000,32,98
50,100,10000,32,105
50,100,10000,32,108
50,100,10000,32,104
50,100,10000,32,98
50,100,10000,32,100
50,100,10000,32,98
50,100,10000,32,93
50,100,10000,32,88
50,100,10000,32,98
50,100,10000,32,128
50,100,10000,32,127
50,100,10000,32,107
50,100,10000,32,121
50,100,10000,32,107
50,100,10000,32,110
50,100,10000,32,109
50,100,10000,32,111
50,100,10000,32,121
50,100,10000,32,131
50,100,10000,32,101
50,100,10000,32,121
50,100,10000,32,114
50,100,10000,32,89
50,100,10000,32,88
50,100,10000,32,92
50,100,10000,32,97
50,100,10000,32,101
50,100,10000,32,92
50,100,10000,32,97
50,100,10000,32,94
50,100,10000,32,88
50,100,10000,32,94
50,100,10000,32,89
50,100,10000,32,105
50,100,10000,32,113
50,100,10000,32,105
50,100,10000,32,99
50,100,10000,32,102
50,100,10000,32,123
50,100,10000,32,113
50,100,10000,32,122
50,100,10000,32,126
50,100,10000,32,132
50,100,10000,32,131
50,100,10000,32,128
50,100,10000,32,128
50,100,10000,32,128
50,100,10000,32,140
50,100,10000,32,114
50,100,10000,32,117
50,100,10000,32,109
50,100,10000,32,106
50,100,10000,32,114
50,100,10000,32,96
50,100,10000,32,106
50,100,10000,0,95
50,100,10000,32,94
50,100,10000,32,93
50,100,10000,32,107
50,100,10000,32,109
50,100,10000,32,110
50,100,10000,32,106
50,100,10000,32,112
50,100,10000,32,118
50,100,10000,32,120
50,100,10000,32,112
50,100,10000,32,116
50,100,10000,32,115
50,100,10000,32,106
50,100,10000,32,109
50,100,10000,32,131
50,100,10000,32,130
50,100,10000,32,93
50,100,10000,32,91
50,100,10000,32,96
50,100,10000,32,99
50,100,10000,32,99
50,100,10000,32,93
50,100,10000,32,99
50,100,10000,32,100
50,100,10000,32,90
50,100,10000,32,93
50,100,10000,32,85
50,100,10000,32,106
50,100,10000,32,102
50,100,10000,32,115
50,100,10000,32,99
50,100,10000,32,102
50,100,10000,32,101
50,100,10000,32,109
50,100,10000,32,109
50,100,10000,32,134
50,100,10000,32,123
50,100,10000,32,126
50,100,10000,32,121
50,100,10000,32,129
50,100,10000,32,126
50,100,10000,32,140
50,100,10000,32,121
50,100,10000,32,118
50,100,10000,32,108
50,100,10000,32,126
50,100,10000,32,108
50,100,10000,32,99
50,100,10000,32,106
50,100,10000,32,103
50,100,10000,32,92
50,100,10000,32,95
50,100,10000,32,104
50,100,10000,32,119
50,100,10000,32,112
50,100,10000,32,109
50,100,10000,32,106
50,100,10000,32,112
50,100,10000,32,122
50,100,10000,32,119
50,100,10000,32,118
50,100,10000,32,116
