getter,peers,micros,payload,delay
50,100,100000,32,203
50,100,100000,32,245
50,100,100000,32,199
50,100,100000,32,227
50,100,100000,32,249
50,100,100000,32,199
50,100,100000,32,175
50,100,100000,32,186
50,100,100000,32,171
50,100,100000,32,171
50,100,100000,32,175
50,100,100000,32,179
50,100,100000,32,174
50,100,100000,32,174
50,100,100000,32,192
50,100,100000,32,168
50,100,100000,32,208
50,100,100000,32,216
50,100,100000,32,251
50,100,100000,32,178
50,100,100000,32,187
50,100,100000,32,176
50,100,100000,32,187
50,100,100000,32,184
50,100,100000,32,191
50,100,100000,32,184
50,100,100000,32,179
50,100,100000,32,176
50,100,100000,32,176
50,100,100000,32,172
50,100,100000,32,171
50,100,100000,32,196
50,100,100000,32,158
50,100,100000,32,183
50,100,100000,32,195
50,100,100000,32,193
50,100,100000,32,205
50,100,100000,32,181
50,100,100000,32,179
50,100,100000,32,172
50,100,100000,32,188
50,100,100000,32,188
50,100,100000,32,178
50,100,100000,32,176
50,100,100000,32,180
50,100,100000,32,183
50,100,100000,32,180
50,100,100000,32,184
50,100,100000,32,175
50,100,100000,32,92
50,100,100000,32,102
50,100,100000,32,114
50,100,100000,32,122
50,100,100000,32,114
50,100,100000,32,120
50,100,100000,32,120
50,100,100000,32,97
50,100,100000,32,107
50,100,100000,32,100
50,100,100000,32,96
50,100,100000,32,100
50,100,100000,32,98
50,100,100000,32,89
50,100,100000,32,94
50,100,100000,32,97
50,100,100000,32,116
50,100,100000,32,99
50,100,100000,32,108
50,100,100000,32,131
50,100,100000,32,105
50,100,100000,32,113
50,100,100000,32,92
50,100,100000,32,107
50,100,100000,32,116
50,100,100000,32,119
50,100,100000,32,101
50,100,100000,32,101
50,100,100000,32,97
50,100,100000,32,94
50,100,100000,32,93
50,100,100000,32,93
50,100,100000,32,114
50,100,100000,32,87
50,100,100000,32,95
50,100,100000,32,108
50,100,100000,32,108
50,100,100000,32,95
50,100,100000,32,103
50,100,100000,32,100
50,100,100000,32,98
50,100,100000,32,101
50,100,100000,32,94
50,100,100000,32,104
50,100,100000,32,101
50,100,100000,32,98
50,100,100000,32,96
50,100,100000,32,99
50,100,100000,32,100
50,100,100000,32,99
50,100,100000,32,107
50,100,100000,32,105
50,100,100000,32,120
50,100,100000,32,140
50,100,100000,32,122
50,100,100000,32,125
50,100,100000,32,126
50,100,100000,32,96
50,100,100000,32,101
50,100,100000,32,91
50,100,100000,32,92
50,100,100000,32,97
50,100,100000,32,95
50,100,100000,32,87
50,100,100000,32,97
50,100,100000,32,96
